Time,Tt_actual,wt_actual,Ts_actual,fa_dot,fw_dot,u3,Tt_ref,wt_ref,Ts_ref
0.0,24.0,8.0,18.0,0.0,0.0,0.0,24.0,8.0,15.0
0.1,24.0011,8.000225,17.516607,2.0,0.001,0.002,24.003199991466673,7.998000002083333,15.0
0.2,24.002031,8.00045,17.12095,2.0,0.001,0.002,24.00639993173355,7.996000016666645,15.0
0.30000000000000004,24.002832,8.000675,16.797106,2.0,0.001,0.002,24.00959976960166,7.994000056249842,15.0
0.4,24.003536,8.0009,16.53204,2.0,0.001,0.002,24.012799453873658,7.992000133332667,15.0
0.5,24.004168,8.001126,16.315088,2.0,0.001,0.002,24.015998933354666,7.990000260414632,15.0
0.6000000000000001,24.004747,8.001352,16.13752,2.0,0.001,0.002,24.019198156853083,7.988000449994938,15.0
0.7000000000000001,24.005293,8.001578,15.99219,2.0,0.001,0.002,24.022397073181402,7.986000714572391,15.0
0.8,24.005817,8.001804,15.873252,2.0,0.001,0.002,24.025595631157024,7.984001066645334,15.0
0.9,24.006332,8.002031,15.775919,2.0,0.001,0.002,24.028793779603095,7.982001518711557,15.0
1.0,24.006845,8.002258,15.696275,2.0,0.001,0.002,24.031991467349307,7.98000208326823,15.0
1.1,24.007362,8.002485,15.631112,2.0,0.001,0.002,24.035188643232726,7.978002772811817,15.0
1.2000000000000002,24.007889,8.002712,15.577807,2.0,0.001,0.002,24.0383852560986,7.976003599838004,15.0
1.3,24.008429,8.002939,15.534213,2.0,0.001,0.002,24.041581254801198,7.974004576841613,15.0
1.4000000000000001,24.008982,8.003166,15.49857,2.0,0.001,0.002,24.044776588204606,7.972005716316531,15.0
1.5,24.009552,8.003393,15.46944,2.0,0.001,0.002,24.047971205183554,7.970007030755632,15.0
1.6,24.01014,8.00362,15.445645,2.0,0.001,0.002,24.051165054624246,7.968008532650693,15.0
1.7000000000000002,24.010744,8.003847,15.426219,2.0,0.001,0.002,24.054358085425157,7.9660102344923205,15.0
1.8,24.015442,7.998876,15.531121,0.1,0.0,-0.05,24.057550246497858,7.964012148769871,15.0
1.9000000000000001,24.020164,7.9939055,15.635045,0.1,0.0,-0.05,24.060741486767846,7.9620142879713764,15.0
2.0,24.017721,7.9889445,18.888895,4.4466243,0.00026695913,-0.05,24.06393175517534,7.960016664583457,15.0
2.1,24.018202,7.983989,20.976048,4.4466243,0.00026695913,-0.05,24.067121000676114,7.958019291091254,15.0
