Time,Tt_actual,wt_actual,Ts_actual,fa_dot,fw_dot,u3,Tt_ref,wt_ref,Ts_ref
0.0,24.0,8.0,18.0,0.0,0.0,0.0,24.0,8.0,15.0
0.1,24.00105,8.000224,17.516603,2.0,0.001,0.002,24.003199991466673,7.998000002083333,15.0
0.2,24.001883,8.000448,17.120934,2.0,0.001,0.002,24.00639993173355,7.996000016666645,15.0
0.30000000000000004,24.002535,8.000672,16.797062,2.0,0.001,0.002,24.00959976960166,7.994000056249842,15.0
0.4,24.00304,8.000896,16.53195,2.0,0.001,0.002,24.012799453873658,7.992000133332667,15.0
0.5,24.003426,8.001121,16.31493,2.0,0.001,0.002,24.015998933354666,7.990000260414632,15.0
0.6000000000000001,24.003714,8.001345,16.13727,2.0,0.001,0.002,24.019198156853083,7.988000449994938,15.0
0.7000000000000001,24.003922,8.001568,15.991822,2.0,0.001,0.002,24.022397073181402,7.986000714572391,15.0
0.8,24.004063,8.001791,15.872739,2.0,0.001,0.002,24.025595631157024,7.984001066645334,15.0
0.9,24.00415,8.002014,15.775232,2.0,0.001,0.002,24.028793779603095,7.982001518711557,15.0
1.0,24.004194,8.002237,15.695385,2.0,0.001,0.002,24.031991467349307,7.98000208326823,15.0
1.1,24.004202,8.0024605,15.629991,2.0,0.001,0.002,24.035188643232726,7.978002772811817,15.0
1.2000000000000002,24.00418,8.002684,15.576425,2.0,0.001,0.002,24.0383852560986,7.976003599838004,15.0
1.3,24.004135,8.002907,15.532539,2.0,0.001,0.002,24.041581254801198,7.974004576841613,15.0
1.4000000000000001,24.00407,8.00313,15.496577,2.0,0.001,0.002,24.044776588204606,7.972005716316531,15.0
1.5,24.00399,8.003353,15.467099,2.0,0.001,0.002,24.047971205183554,7.970007030755632,15.0
1.6,24.003897,8.003575,15.442928,2.0,0.001,0.002,24.051165054624246,7.968008532650693,15.0
1.7000000000000002,24.003792,8.003798,15.423101,2.0,0.001,0.002,24.054358085425157,7.9660102344923205,15.0
1.8,24.007755,7.9988217,15.527981,0.1,0.0,-0.05,24.057550246497858,7.964012148769871,15.0
1.9000000000000001,24.01172,7.9938464,15.631876,0.1,0.0,-0.05,24.060741486767846,7.9620142879713764,15.0
2.0,24.008654,7.98888,19.135935,4.4477043,0.000120788034,-0.05,24.06393175517534,7.960016664583457,15.0
2.1,24.008718,7.9839196,21.383139,4.4477043,0.000120788034,-0.05,24.067121000676114,7.958019291091254,15.0
2.2,24.010792,7.9863677,23.189215,5.0,0.0,0.024052564,24.070309172242307,7.956022179978346,15.0
2.3000000000000003,24.014645,7.988813,24.285433,5.0,0.0,0.024052564,24.073496218863248,7.954025343726669,15.0
2.4000000000000004,24.019566,7.9838543,24.952282,5.0,0.0,-0.05,24.076682089546253,7.952028794816444,15.0
2.5,24.025122,7.978902,25.359636,5.0,0.0,-0.05,24.079866733317463,7.950032545726096,15.0
2.6,24.031065,7.9785113,25.609097,5.0,0.0,-0.0044132355,24.083050099222643,7.948036608932174,15.0
2.7,24.037247,7.9781213,25.762348,5.0,0.0,-0.0044132355,24.086232136328007,7.946040996909277,15.0
2.8000000000000003,24.04357,7.9763546,25.857454,5.0,0.0,-0.01819427,24.089412793721028,7.944045722129974,15.0
2.9000000000000004,24.049973,7.9745903,25.917458,5.0,0.0,-0.01819427,24.09259202051126,7.942050797064725,15.0
3.0,24.056423,7.973386,25.956106,5.0,0.0,-0.012613698,24.095769765831136,7.940056234181806,15.0
3.1,24.062902,7.9721828,25.981749,5.0,0.0,-0.012613698,24.098945978836802,7.938062045947229,15.0
3.2,24.069397,7.971461,25.999443,5.0,0.0,-0.007816104,24.10212060870892,7.9360682448246616,15.0
3.3000000000000003,24.0759,7.97074,26.012266,5.0,0.0,-0.007816104,24.105293604653475,7.934074843275357,15.0
3.4000000000000004,24.082403,7.970269,26.022095,4.9937897,0.0,-0.005317592,24.1084649159026,7.932081853758067,15.0
3.5,24.08891,7.969799,26.030088,4.9937897,0.0,-0.005317592,24.11163449171539,7.93008928872897,15.0
3.6,24.095413,7.969737,26.036915,4.990883,0.0,-0.0012424937,24.11480228137869,7.928097160641591,15.0
