Time (s),MPC fa_dot,MPC fw_dot,MPC u3
113.0,0.0857098397473808,4.999000839650604e-05,-1.0009731447334896e-05
113.5,0.08557877625882716,4.999000746983802e-05,-1.0009763266701972e-05
114.0,0.08547247815530469,4.999000649814517e-05,-1.0009788287090065e-05
114.5,0.08536318359458935,4.999000569541057e-05,-1.0009807647979003e-05
115.0,0.08522331068978467,4.9990001886490165e-05,-1.0009937052262978e-05
115.5,0.08507450755548447,4.999000176189073e-05,-1.0009945873275099e-05
116.0,0.08498460731068677,4.999000157219149e-05,-1.0009951457877668e-05
116.5,0.08487315599378538,4.999000142060294e-05,-1.0009956227256157e-05
117.0,0.08478532490313292,4.999000350826458e-05,-1.0009889693725847e-05
117.5,0.08465503965981012,4.999000117652531e-05,-1.0009963510502391e-05
118.0,0.08449874403206689,4.9990001117643807e-05,-1.0009966780467172e-05
118.5,0.08439814210955911,4.99900028558725e-05,-1.0009917313543066e-05
119.0,0.0842431717474842,4.9990002717213215e-05,-1.0009925543942465e-05
119.5,0.08414398639176779,4.999000253152328e-05,-1.0009931909979307e-05
120.0,0.08405154057225117,4.999000234348727e-05,-1.0009936887028124e-05
120.5,0.08388610883962708,4.999000224673287e-05,-1.0009942136697552e-05
121.0,0.08375533906147822,4.999000214364523e-05,-1.0009947250694563e-05
121.5,0.0836436036600427,4.999000202842712e-05,-1.0009951731771863e-05
122.0,0.08350981041692462,4.999000070203047e-05,-1.0009983904614534e-05
122.5,0.08339382483818629,4.9990001839846364e-05,-1.0009958743396363e-05
123.0,0.08329631904152994,4.999000173814508e-05,-1.0009961509302513e-05
123.5,0.08318269329942565,4.999000165156219e-05,-1.0009964385472413e-05
124.0,0.08308590222281555,4.999000056791932e-05,-1.0009987976298005e-05
124.5,0.08294496580716171,4.9990001506657166e-05,-1.0009969181584e-05
125.0,0.08284650628551615,4.9990001438641484e-05,-1.0009971086849928e-05
125.5,0.08272295455368184,4.999000050164827e-05,-1.000999025715101e-05
126.0,0.0826141619169755,4.999000048155732e-05,-1.0009990888419517e-05
126.5,0.08253317865174462,4.999000045907901e-05,-1.0009991401656586e-05
127.0,0.08237742838472098,4.9990001230037645e-05,-1.0009977819262357e-05
127.5,0.08226702075443264,4.9990001189117626e-05,-1.0009979206417662e-05
128.0,0.08214481856818732,4.999000115219304e-05,-1.0009980451555893e-05
128.5,0.0820264758343081,4.9990001129345045e-05,-1.0009981312376592e-05
129.0,0.08190319418821743,4.9990001120627646e-05,-1.0009982037566836e-05
129.5,0.08176836668280935,4.999000111671468e-05,-1.00099827045869e-05
130.0,0.08162802976495903,4.999000111541557e-05,-1.0009983354043105e-05
130.5,0.0815289283876058,4.999000110565161e-05,-1.0009983847300206e-05
131.0,0.08138506235943882,4.999000110394601e-05,-1.0009984350982981e-05
131.5,0.08125065754688311,4.999000110318474e-05,-1.0009984785727869e-05
132.0,0.0811614723524586,4.9990001091811667e-05,-1.000998513903602e-05
132.5,0.08107884797974976,4.9990001076507414e-05,-1.0009985457448056e-05
133.0,0.08098551336388504,4.9990001063480136e-05,-1.0009985726557887e-05
133.5,0.08086521275251983,4.99900010567438e-05,-1.0009986031410618e-05
134.0,0.080770298743657,4.999000104800654e-05,-1.0009986282740888e-05
134.5,0.08064924887405701,4.9990000378709035e-05,-1.0009995118635969e-05
135.0,0.08051018146688384,4.999000037929379e-05,-1.000999520825156e-05
135.5,0.08038593909804939,4.999000037941521e-05,-1.0009995287568206e-05
136.0,0.08026181106058687,4.9990000379404374e-05,-1.0009995363554824e-05
136.5,0.08017946449006784,4.9990001038243074e-05,-1.0009987399653213e-05
137.0,0.08007023967766776,4.9990000375161044e-05,-1.000999548958556e-05
137.5,0.07999521669533403,4.9990001024973435e-05,-1.0009987708873605e-05
138.0,0.07988789769055954,4.999000037021019e-05,-1.0009995587827559e-05
138.5,0.07975161183036167,4.9990000370886936e-05,-1.0009995645862142e-05
139.0,0.07964266958143236,4.999000037086899e-05,-1.0009995689630355e-05
139.5,0.07952389105378034,4.999000037109613e-05,-1.0009995740676607e-05
140.0,0.07943926559803166,4.999000036966867e-05,-1.000999577637373e-05
140.5,0.07932298709471503,4.9990000369569136e-05,-1.0009995813524702e-05
141.0,0.07921152998133965,4.9990000369691725e-05,-1.0009995854212451e-05
141.5,0.07909491501920375,4.999000037051641e-05,-1.0009995889069165e-05
142.0,0.0789981890407505,4.999000037027967e-05,-1.000999591961262e-05
142.5,0.07888574437981463,4.9990000370782954e-05,-1.0009995949375446e-05
143.0,0.07878067469211006,4.9990000371148297e-05,-1.000999597599661e-05
143.5,0.07870173028325352,4.999000101974224e-05,-1.0009988965100165e-05
144.0,0.07857261593226342,4.999000037139249e-05,-1.0009996027297729e-05
144.5,0.07845902859682538,4.999000102845726e-05,-1.0009989113400694e-05
145.0,0.07835843426202112,4.9990001030935056e-05,-1.0009989176632792e-05
145.5,0.07825880731408397,4.999000103315738e-05,-1.0009989227247832e-05
146.0,0.0781239096958713,4.9990001041444967e-05,-1.0009989293680405e-05
146.5,0.07802064505648304,4.999000104686198e-05,-1.0009989333363553e-05
147.0,0.07789539510682536,4.999000105494025e-05,-1.0009989393625784e-05
147.5,0.07781344458530805,4.9990001057303144e-05,-1.0009989421430366e-05
148.0,0.07769358096512,4.999000106434843e-05,-1.0009989460189645e-05
148.5,0.07760783707088048,4.999000106726381e-05,-1.0009989484541366e-05
149.0,0.07750595124578086,4.999000107210645e-05,-1.0009989516551886e-05
149.5,0.07738588190340442,4.999000108186221e-05,-1.0009989551772684e-05
150.0,0.07731640844673489,4.999000108408006e-05,-1.0009989564940427e-05
150.5,0.07719718534732457,4.999000109362595e-05,-1.0009989581291712e-05
151.0,0.07711021075308803,4.999000109946363e-05,-1.000998959588039e-05
151.5,0.07698166008302783,4.999000111339857e-05,-1.0009989623555536e-05
152.0,0.07688563946720321,4.999000112433306e-05,-1.0009989633268585e-05
152.5,0.07678100337551882,4.999000113639491e-05,-1.0009989645993157e-05
153.0,0.07666954787696686,4.9990001151365225e-05,-1.0009989653706428e-05
153.5,0.07658177223437837,4.9990001162505395e-05,-1.0009989642230124e-05
154.0,0.0764899781956854,4.999000117343618e-05,-1.0009989629455161e-05
154.5,0.07636088702017364,4.999000119432198e-05,-1.0009989635025802e-05
155.0,0.07629036773509153,4.999000043737002e-05,-1.0009996231200094e-05
155.5,0.07620323870163256,4.999000121825325e-05,-1.000998959169809e-05
156.0,0.07611028363978643,4.99900012342265e-05,-1.0009989564219277e-05
156.5,0.07598273773908186,4.999000126206898e-05,-1.0009989543401357e-05
157.0,0.07587510358874983,4.999000129013286e-05,-1.0009989519934726e-05
157.5,0.0758149556221074,4.9990001305305264e-05,-1.000998946424948e-05
158.0,0.07573283272980742,4.999000132372577e-05,-1.000998941604863e-05
158.5,0.07565101042593954,4.9990001345330186e-05,-1.0009989358601809e-05
159.0,0.07557596398226887,4.999000136714517e-05,-1.0009989287842564e-05
159.5,0.0754910128375779,4.9990001394239976e-05,-1.0009989204574893e-05
160.0,0.07537007033960423,4.999000143989042e-05,-1.000998913952554e-05
160.5,0.07527723910101257,4.9990001485138144e-05,-1.0009989048848169e-05
161.0,0.07516395339353973,4.999000154400409e-05,-1.0009988974853881e-05
161.5,0.07506076307587163,4.999000161054304e-05,-1.0009988873880339e-05
162.0,0.07496300517897267,4.9990001683365525e-05,-1.0009988763897834e-05
162.5,0.07484146863817615,4.999000178451281e-05,-1.0009988644283e-05
163.0,0.07476167671286882,4.999000187795438e-05,-1.0009988490177468e-05
163.5,0.07465511845036926,4.999000200452808e-05,-1.0009988324337357e-05
164.0,0.0745443424950085,4.9990002171620286e-05,-1.0009988132036295e-05
164.5,0.07447900356485995,4.999000084383158e-05,-1.0009995609150868e-05
165.0,0.07436461291180829,4.999000093641517e-05,-1.0009995519969112e-05
165.5,0.0742786258186266,4.99900010489815e-05,-1.0009995404481541e-05
166.0,0.0741687425406257,4.9990001227173325e-05,-1.0009995283104613e-05
166.5,0.07406820824044609,4.999000414020049e-05,-1.0009986591600806e-05
167.0,0.07397682959883739,4.99900019560133e-05,-1.0009994947073931e-05
167.5,0.07387907500995114,4.9990008248912804e-05,-1.000998534321744e-05
168.0,0.0738163669558738,4.9990016517519504e-05,-1.0009984109587812e-05
168.5,0.13055753818526258,8.8515877399377e-05,-1.0009993723361839e-05
169.0,0.426904514235927,0.00028966738751431785,-1.0009981894941988e-05
169.5,0.817220428139191,0.0005548808251433976,-1.0009981611934249e-05
170.0,1.2557101228771277,0.0008531200890839678,-1.0009981875670635e-05
170.5,1.682980069365446,0.0011436516008486752,-1.0009982247743449e-05
171.0,2.0368148286754875,0.001383596264832817,-1.0009982213947463e-05
171.5,2.276295017346852,0.0015448318146079288,-1.000998144646228e-05
172.0,2.4893259262820004,0.0016884237073957755,-1.0009981338496218e-05
172.5,2.6492397296083565,0.0017951353505553643,-1.00099930197708e-05
173.0,2.7931483257755194,0.0018910142695978802,-1.0009992906258095e-05
173.5,2.9107044131746833,0.001968528044437514,-1.000997985042585e-05
174.0,3.0102841257630573,0.002033642250102858,-1.0009979206109203e-05
174.5,3.0842627983333855,0.002081016369448098,-1.0009978394789248e-05
175.0,3.0771291685528377,0.002072584526474302,-1.0009975889227012e-05
175.5,3.062607882883481,0.0020598079016961265,-1.0009990557256998e-05
176.0,3.09748975673312,0.0020809041638407593,-1.0009973460241478e-05
176.5,3.0830141696773943,0.0020675368336522237,-1.0009970509296847e-05
177.0,3.086386158298607,0.0020668918734432083,-1.0009968856654576e-05
177.5,3.117531676902952,0.0020849475047185293,-1.0009988261094048e-05
178.0,3.116651043616924,0.0020807607196894236,-1.0009963753875152e-05
178.5,3.1043135196017237,0.002069063586969736,-1.000996022556784e-05
179.0,3.1239600551205884,0.002079196668145943,-1.0009958593195355e-05
179.5,3.1614173259074625,0.002101039849145809,-1.0009956695431878e-05
180.0,3.171648314970598,0.0021040675052399664,-1.0009951108547365e-05
180.5,3.1981401642854217,0.00211840313640526,-1.0009947544260816e-05
181.0,3.227454719001041,0.0021343350448001673,-1.0009943624214586e-05
181.5,3.2974390508794196,0.0021776934188737045,-1.0009944398259617e-05
182.0,3.344676516352232,0.002204997802463581,-1.0009939914462781e-05
182.5,3.4132682063353528,0.002246906408364026,-1.0009978027362663e-05
183.0,3.4653666932387592,0.002277215853743829,-1.0009976353811817e-05
183.5,3.4726598502322865,0.002277399611299574,-1.0009922327081089e-05
184.0,3.480601373203035,0.0022785087905481793,-1.0009901551931203e-05
184.5,3.51729282405147,0.0022988291926801206,-1.0009898264227337e-05
185.0,3.5187355854979114,0.002295034107111551,-1.0009882958471485e-05
185.5,3.510378777901015,0.0022851342760407136,-1.0009865527289748e-05
186.0,3.5439516569683605,0.0023033366923180696,-1.0009863889655607e-05
186.5,3.5582566639859485,0.00230804887692973,-1.0009823896728509e-05
187.0,3.5569688585312647,0.0023026206165149866,-1.0008133349967417e-05
187.5,3.5919716166602416,0.0023214034010496454,-7.499187846374861e-06
188.0,3.612742863295299,0.0023300376390359605,-4.8240085902241045e-06
188.5,3.6040813045504536,0.0023192464444242926,-3.6600794692300002e-06
189.0,3.6052106035999736,0.002315340833959481,-4.906090090577072e-06
189.5,3.6470834237119365,0.0023382414249112286,-6.766781679146751e-06
190.0,3.6728072279208646,0.00234984175529152,-4.43788385909098e-06
190.5,3.7006709695108397,0.0023630202443830984,-4.98859589167301e-06
191.0,3.734271772389455,0.002379877451692765,-5.077722370058204e-06
191.5,3.7665497360318856,0.0023957086513262415,-4.681857179966534e-06
192.0,3.780657699396171,0.0023995671431793902,-3.593881537136917e-06
192.5,3.7737542983138153,0.0023898880643756573,-2.8604375431153147e-06
193.0,3.748911247761257,0.002368799015697782,-2.3862919179291436e-06
193.5,3.737589541223609,0.002356849228195802,-3.618415409824611e-06
194.0,3.725434294293901,0.002344220142051085,-2.89591284135499e-06
194.5,3.747920040382734,0.002354098331486045,-4.775728125487897e-06
195.0,3.7804683604610427,0.002370035241376184,-3.8822399174417486e-06
195.5,3.7972782425119966,0.002375648196461601,-2.6482989772442823e-06
196.0,3.767491195568876,0.0023514302693611036,-3.966709982257532e-07
196.5,3.760943275454081,0.0023428251331069527,-3.12670666264862e-06
197.0,3.7274884500082446,0.0023167237616690227,-5.652018407147306e-07
