Time,Tt_actual,wt_actual,Ts_actual,fa_dot,fw_dot,u3,Tt_ref,wt_ref,Ts_ref
0.0,24.0,8.0,18.0,0.0,0.0,0.0,24.0,8.0,15.0
0.1,24.00105,8.000224,17.516603,2.0,0.001,0.002,23.996800008533327,8.001999997916668,15.0
0.2,24.001883,8.000448,17.120934,2.0,0.001,0.002,23.99360006826645,8.003999983333355,15.0
0.30000000000000004,24.002535,8.000672,16.797062,2.0,0.001,0.002,23.99040023039834,8.005999943750158,15.0
0.4,24.00304,8.000896,16.53195,2.0,0.001,0.002,23.987200546126342,8.007999866667333,15.0
0.5,24.003426,8.001121,16.31493,2.0,0.001,0.002,23.984001066645334,8.009999739585368,15.0
0.6000000000000001,24.003714,8.001345,16.13727,2.0,0.001,0.002,23.980801843146917,8.011999550005063,15.0
0.7000000000000001,24.003922,8.001568,15.991822,2.0,0.001,0.002,23.977602926818598,8.013999285427609,15.0
0.8,24.004063,8.001791,15.872739,2.0,0.001,0.002,23.974404368842976,8.015998933354666,15.0
0.9,24.00415,8.002014,15.775232,2.0,0.001,0.002,23.971206220396905,8.017998481288442,15.0
1.0,24.004194,8.002237,15.695385,2.0,0.001,0.002,24.323220255890988,8.71518936637242,15.0
1.1,24.004202,8.0024605,15.629991,2.0,0.001,0.002,24.323220255890988,8.71518936637242,15.0
1.2000000000000002,24.00418,8.002684,15.576425,2.0,0.001,0.002,24.323220255890988,8.71518936637242,15.0
1.3,24.004135,8.002907,15.532539,2.0,0.001,0.002,24.323220255890988,8.71518936637242,15.0
1.4000000000000001,24.00407,8.00313,15.496577,2.0,0.001,0.002,24.323220255890988,8.71518936637242,15.0
1.5,23.997023,8.008147,14.595149,5.0,0.003,0.05,24.323220255890988,8.71518936637242,15.0
1.6,23.98911,8.013158,14.044778,5.0,0.003,0.05,24.323220255890988,8.71518936637242,15.0
1.7000000000000002,23.980682,8.018163,13.707223,5.0,0.003,0.05,24.323220255890988,8.71518936637242,15.0
1.8,23.971947,8.023161,13.498685,5.0,0.003,0.05,24.323220255890988,8.71518936637242,15.0
1.9000000000000001,23.96303,8.028153,13.368363,5.0,0.003,0.05,24.323220255890988,8.71518936637242,15.0
2.0,23.966866,8.033177,7.1487117,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
2.1,23.970547,8.0382,0.99094486,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
2.2,23.974075,8.043223,-5.1055536,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
2.3000000000000003,23.977451,8.048246,-11.141396,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
2.4000000000000004,23.980679,8.053269,-17.117186,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
2.5,23.945148,8.04823,-0.20186996,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
2.6,23.92626,8.043198,10.055452,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
2.7,23.917454,8.038171,16.276667,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
2.8000000000000003,23.914755,8.033151,20.051167,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
2.9000000000000004,23.915752,8.028137,22.342455,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
3.0,23.919813,8.033161,16.033157,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
3.1,23.923716,8.038184,9.786638,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
3.2,23.927464,8.043207,3.602272,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
3.3000000000000003,23.931057,8.04823,-2.5205612,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
3.4000000000000004,23.9345,8.053253,-8.582476,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
3.5,23.907404,8.048214,4.964593,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
3.6,23.893631,8.043181,13.180073,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
3.7,23.88793,8.038155,18.163515,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
3.8000000000000003,23.887115,8.033134,21.187675,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
3.9000000000000004,23.88926,8.028121,23.024107,5.0,0.0,-0.05,24.323220255890988,8.71518936637242,15.0
4.0,23.893337,8.033145,16.70783,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
4.1000000000000005,23.897259,8.038168,10.454401,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
4.2,23.901024,8.043191,4.2631936,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
4.3,23.904634,8.048214,-1.8664131,0.1,0.003,0.05,24.323220255890988,8.71518936637242,15.0
