Time,Tt_actual,wt_actual,Ts_actual,Tt_ref,wt_ref,fa_dot,fw_dot,u3
0,27.889412266160047,0.0069997458468616,14.174444612049797,23.0,0.008,0.0,0.0,0.0
1,27.889412266160047,0.0069997458468616,14.174444612049797,23.0,0.008,0.0,0.0,0.0
2,27.889412266160047,0.0069997458468616,14.174444612049797,23.074968753906017,0.0080124986979573,0.0,0.0,0.0
3,27.889412266160047,0.0069997458468616,14.174444612049797,23.149750124970243,0.0080249895846353,0.0,0.0,0.0
4,27.889412266160047,0.0069997458468616,14.174444612049797,23.2241571987104,0.0080374648536363,0.0,0.0,0.0
5,27.889412266160047,0.0069997458468616,14.174444612049797,23.29800399619259,0.0080499167083234,0.0,0.0,0.0
6,27.889412266160047,0.0069997458468616,14.174444612049797,23.371105938881783,0.0080623373666926,0.0,0.0,0.0
7,27.889412266160047,0.0069997458468616,14.174444612049797,23.44328030999201,0.0080747190662368,0.0,0.0,0.0
8,27.889412266160047,0.0069997458468616,14.174444612049797,23.514346711183176,0.0080870540687967,0.0,0.0,0.0
9,27.889412266160047,0.0069997458468616,14.174444612049797,23.58412751346297,0.0080993346653975,0.0,0.0,0.0
10,27.889412266160047,0.0069997458468616,14.174444612049797,23.65244830116685,0.0081115531810658,0.0,0.0,0.0
11,27.889412266160047,0.0069997458468616,14.174444612049797,23.719138307906302,0.0081237019796272,0.0,0.0,0.0
12,27.889412266160047,0.0069997458468616,14.174444612049797,23.78403084339599,0.008135773468478,0.0,0.0,0.0
13,27.889412266160047,0.0069997458468616,14.174444612049797,23.846963710092552,0.0081477601033306,0.0,0.0,0.0
14,27.889412266160047,0.0069997458468616,14.174444612049797,23.90777960860406,0.0081596543929285,0.0,0.0,0.0
15,27.889412266160047,0.0069997458468616,14.174444612049797,23.966326530856534,0.0081714489037277,0.0,0.0,0.0
16,27.889412266160047,0.0069997458468616,14.174444612049797,24.022458140035003,0.008183136264543,0.0,0.0,0.0
17,27.889412266160047,0.0069997458468616,14.174444612049797,24.07603413634929,0.0081947091711543,0.0,0.0,0.0
18,27.889412266160047,0.0069997458468616,14.174444612049797,24.12692060771044,0.0082061603908717,0.0,0.0,0.0
19,27.889412266160047,0.0069997458468616,14.174444612049797,24.174990364441225,0.0082174827670556,0.0,0.0,0.0
20,27.889412266160047,0.0069997458468616,14.174444612049797,24.22012325718406,0.0082286692235894,0.0,0.0,0.0
21,27.889412266160047,0.0069997458468616,14.174444612049797,24.262206477211844,0.0082397127693021,0.0,0.0,0.0
22,27.889412266160047,0.0069997458468616,14.174444612049797,24.301134838391025,0.0082506065023368,0.0,0.0,0.0
23,27.889412266160047,0.0069997458468616,14.174444612049797,24.336811040092154,0.0082613436144653,0.0,0.0,0.0
24,27.889412266160047,0.0069997458468616,14.174444612049797,24.36914591039078,0.0082719173953418,0.0,0.0,0.0
25,27.889412266160047,0.0069997458468616,14.174444612049797,24.39805862895084,0.0082823212366975,0.0,0.0,0.0
26,27.889412266160047,0.0069997458468616,14.174444612049797,24.42347692903338,0.0082925486364702,0.0,0.0,0.0
27,27.889412266160047,0.0069997458468616,14.174444612049797,24.44533727812579,0.008302593202868,0.0,0.0,0.0
28,27.889412266160047,0.0069997458468616,14.174444612049797,24.46358503673999,0.0083124486583638,0.0,0.0,0.0
29,27.889412266160047,0.0069997458468616,14.174444612049797,24.47817459498269,0.0083221088436188,0.0,0.0,0.0
30,27.889412266160047,0.0069997458468616,14.174444612049797,24.48906948655638,0.0083315677213316,0.0,0.0,0.0
31,27.889412266160047,0.0069997458468616,14.174444612049797,24.49624247990608,0.0083408193800116,0.0,0.0,0.0
32,27.889412266160047,0.0069997458468616,14.174444612049797,24.49967564628404,0.0083498580376733,0.0,0.0,0.0
33,27.889412266160047,0.0069997458468616,14.174444612049797,24.499360404562257,0.0083586780454497,0.0,0.0,0.0
34,27.889412266160047,0.0069997458468616,14.174444612049797,24.49529754268088,0.0083672738911232,0.0,0.0,0.0
35,27.889412266160047,0.0069997458468616,14.174444612049797,24.4874972156787,0.0083756402025701,0.0,0.0,0.0
36,27.889412266160047,0.0069997458468616,14.174444612049797,24.475978920310904,0.008383771751118,0.0,0.0,0.0
37,27.889412266160047,0.0069997458468616,14.174444612049797,24.46077144631729,0.0083916634548137,0.0,0.0,0.0
38,27.889412266160047,0.0069997458468616,14.174444612049797,24.44191280446295,0.0083993103815994,0.0,0.0,0.0
39,27.889412266160047,0.0069997458468616,14.174444612049797,24.41945013153112,0.0084067077523946,0.0,0.0,0.0
40,27.889412266160047,0.0069997458468616,14.174444612049797,24.393439572505805,0.0084138509440836,0.0,0.0,0.0
41,27.889412266160047,0.0069997458468616,14.174444612049797,24.36394614023852,0.0084207354924039,0.0,0.0,0.0
42,27.889412266160047,0.0069997458468616,14.174444612049797,24.331043552950064,0.008427357094737,0.0,0.0,0.0
43,27.889412266160047,0.0069997458468616,14.174444612049797,24.29481404997331,0.008433711612797,0.0,0.0,0.0
44,27.889412266160047,0.0069997458468616,14.174444612049797,24.255348186197747,0.0084397950752168,0.0,0.0,0.0
45,27.889412266160047,0.0069997458468616,14.174444612049797,24.212744605729384,0.0084456036800307,0.0,0.0,0.0
46,27.889412266160047,0.0069997458468616,14.174444612049797,24.16710979533188,0.0084511337970495,0.0,0.0,0.0
47,27.889412266160047,0.0069997458468616,14.174444612049797,24.11855781826508,0.0084563819701302,0.0,0.0,0.0
48,27.889412266160047,0.0069997458468616,14.174444612049797,24.067210029186267,0.0084613449193355,0.0,0.0,0.0
49,27.889412266160047,0.0069997458468616,14.174444612049797,24.013194770826725,0.0084660195429836,0.0,0.0,0.0
50,27.889412266160047,0.0069997458468616,14.174444612049797,23.95664705320176,0.0084704029195869,0.0,0.0,0.0
51,27.889412266160047,0.0069997458468616,14.174444612049797,23.897708216155934,0.0084744923096777,0.0,0.0,0.0
52,27.889412266160047,0.0069997458468616,14.174444612049797,23.836525576087126,0.0084782851575204,0.0,0.0,0.0
53,27.889412266160047,0.0069997458468616,14.174444612049797,23.7732520577322,0.0084817790927085,0.0,0.0,0.0
54,27.889412266160047,0.0069997458468616,14.174444612049797,23.708045811934824,0.0084849719316463,0.0,0.0,0.0
55,27.889412266160047,0.0069997458468616,14.174444612049797,23.641069820350744,0.0084878616789133,0.0,0.0,0.0
56,27.889412266160047,0.0069997458468616,14.174444612049797,23.572491488078494,0.0084904465285115,0.0,0.0,0.0
57,27.889412266160047,0.0069997458468616,14.174444612049797,23.50248222523385,0.0084927248649942,0.0,0.0,0.0
58,27.889412266160047,0.0069997458468616,14.174444612049797,23.431217018513816,0.0084946952644751,0.0,0.0,0.0
59,27.889412266160047,0.0069997458468616,14.174444612049797,23.35887399382097,0.0084963564955187,0.0,0.0,0.0
60,27.889412266160047,0.0069997458468616,14.174444612049797,23.28563397104154,0.0084977075199098,0.0,0.0,0.0
61,27.889412266160047,0.0069997458468616,14.174444612049797,23.2116800120898,0.008498747493302,0.0,0.0,0.0
62,27.889412266160047,0.0069997458468616,14.174444612049797,23.137196963348654,0.0084994757657458,0.0,0.0,0.0
63,27.889412266160047,0.0069997458468616,14.174444612049797,23.06237099364993,0.0084998918820946,0.0,0.0,0.0
64,27.889412266160047,0.0069997458468616,14.174444612049797,22.987389128949275,0.0084999955822894,0.0,0.0,0.0
65,27.889412266160047,0.0069997458468616,14.174444612049797,22.91243878485863,0.0084997868015207,0.0,0.0,0.0
66,27.889412266160047,0.0069997458468616,14.174444612049797,22.83770729820484,0.0084992656702699,0.0,0.0,0.0
67,27.889412266160047,0.0069997458468616,14.174444612049797,22.76338145878513,0.0084984325142269,0.0,0.0,0.0
68,27.889412266160047,0.0069997458468616,14.174444612049797,22.689647042489906,0.0084972878540872,0.0,0.0,0.0
69,27.889412266160047,0.0069997458468616,14.174444612049797,22.61668834695975,0.0084958324052262,0.0,0.0,0.0
70,27.889412266160047,0.0069997458468616,14.174444612049797,22.544687730937355,0.0084940670772519,0.0,0.0,0.0
71,27.889412266160047,0.0069997458468616,14.174444612049797,22.47382515846557,0.0084919929734369,0.0,0.0,0.0
72,27.889412266160047,0.0069997458468616,14.174444612049797,22.40427774907106,0.0084896113900286,0.0,0.0,0.0
73,27.889412266160047,0.0069997458468616,14.174444612049797,22.33621933505772,0.008486923815439,0.0,0.0,0.0
74,27.889412266160047,0.0069997458468616,14.174444612049797,22.26982002701645,0.0084839319293149,0.0,0.0,0.0
75,27.889412266160047,0.0069997458468616,14.174444612049797,22.20524578863726,0.0084806376014876,0.0,0.0,0.0
76,27.889412266160047,0.0069997458468616,14.174444612049797,22.142658021886483,0.0084770428908048,0.0,0.0,0.0
77,27.889412266160047,0.0069997458468616,14.174444612049797,22.08221316358592,0.0084731500438437,0.0,0.0,0.0
78,27.889412266160047,0.0069997458468616,14.174444612049797,22.02406229440225,0.0084689614935068,0.0,0.0,0.0
79,27.889412266160047,0.0069997458468616,14.174444612049797,21.96835076122404,0.0084644798575019,0.0,0.0,0.0
80,27.889412266160047,0.0069997458468616,14.174444612049797,21.915217813870232,0.0084597079367055,0.0,0.0,0.0
81,27.889412266160047,0.0069997458468616,14.174444612049797,21.86479625703811,0.0084546487134128,0.0,0.0,0.0
82,27.889412266160047,0.0069997458468616,14.174444612049797,21.817212118360708,0.0084493053494737,0.0,0.0,0.0
83,27.889412266160047,0.0069997458468616,14.174444612049797,21.772584333403383,0.0084436811843166,0.0,0.0,0.0
84,27.889412266160047,0.0069997458468616,14.174444612049797,21.73102444838683,0.0084377797328619,0.0,0.0,0.0
85,27.889412266160047,0.0069997458468616,14.174444612049797,21.692636341379615,0.0084316046833244,0.0,0.0,0.0
86,27.889412266160047,0.0069997458468616,14.174444612049797,21.65751596265713,0.0084251598949092,0.0,0.0,0.0
87,27.889412266160047,0.0069997458468616,14.174444612049797,21.625751094875817,0.0084184493953992,0.0,0.0,0.0
88,27.889412266160047,0.0069997458468616,14.174444612049797,21.597421133662326,0.0084114773786382,0.0,0.0,0.0
89,27.889412266160047,0.0069997458468616,14.174444612049797,21.572596889165727,0.0084042482019097,0.0,0.0,0.0
90,27.889412266160047,0.0069997458468616,14.174444612049797,21.55134040906904,0.0083967663832139,0.0,0.0,0.0
91,27.889412266160047,0.0069997458468616,14.174444612049797,21.533704823502354,0.0083890365984439,0.0,0.0,0.0
92,27.889412266160047,0.0069997458468616,14.174444612049797,21.519734212245144,0.0083810636784636,0.0,0.0,0.0
93,27.889412266160047,0.0069997458468616,14.174444612049797,21.5094634945498,0.0083728526060883,0.0,0.0,0.0
94,27.889412266160047,0.0069997458468616,14.174444612049797,21.50291834186168,0.0083644085129711,0.0,0.0,0.0
95,27.889412266160047,0.0069997458468616,14.174444612049797,21.500115113653848,0.0083557366763954,0.0,0.0,0.0
96,27.889412266160047,0.0069997458468616,14.174444612049797,21.50106081653693,0.0083468425159766,0.0,0.0,0.0
97,27.889412266160047,0.0069997458468616,14.174444612049797,21.50575308674624,0.0083377315902755,0.0,0.0,0.0
98,27.889412266160047,0.0069997458468616,14.174444612049797,21.51418019604993,0.0083284095933242,0.0,0.0,0.0
99,27.889412266160047,0.0069997458468616,14.174444612049797,21.5263210810635,0.0083188823510672,0.0,0.0,0.0
100,27.889412266160047,0.0069997458468616,14.174444612049797,21.54214539589727,0.0083091558177209,0.0,0.0,0.0
101,27.889412266160047,0.0069997458468616,14.174444612049797,21.561613588005294,0.0082992360720519,0.0,0.0,0.0
102,27.889412266160047,0.0069997458468616,14.174444612049797,21.58467699704614,0.0082891293135785,0.0,0.0,0.0
103,27.889412266160047,0.0069997458468616,14.174444612049797,21.6112779765084,0.0082788418586957,0.0,0.0,0.0
104,27.889412266160047,0.0069997458468616,14.174444612049797,21.641350037796943,0.0082683801367278,0.0,0.0,0.0
105,27.889412266160047,0.0069997458468616,14.174444612049797,21.67481801641977,0.0082577506859107,0.0,0.0,0.0
106,27.889412266160047,0.0069997458468616,14.174444612049797,21.71159825986011,0.008246960149305,0.0,0.0,0.0
107,27.889412266160047,0.0069997458468616,14.174444612049797,21.751598836664147,0.0082360152706449,0.0,0.0,0.0
108,27.889412266160047,0.0069997458468616,14.174444612049797,21.794719766221768,0.0082249228901233,0.0,0.0,0.0
109,27.889412266160047,0.0069997458468616,14.174444612049797,21.84085326866602,0.0082136899401169,0.0,0.0,0.0
110,27.889412266160047,0.0069997458468616,14.174444612049797,21.889884034266657,0.0082023234408538,0.0,0.0,0.0
111,27.889412266160047,0.0069997458468616,14.174444612049797,21.94168951164441,0.0081908304960261,0.0,0.0,0.0
112,27.889412266160047,0.0069997458468616,14.174444612049797,21.996140214085607,0.0081792182883502,0.0,0.0,0.0
113,27.889412266160047,0.0069997458468616,14.174444612049797,22.05310004319152,0.0081674940750779,0.0,0.0,0.0
114,27.889412266160047,0.0069997458468616,14.174444612049797,22.112426629053488,0.0081556651834608,0.0,0.0,0.0
115,27.889412266160047,0.0069997458468616,14.174444612049797,22.173971686103545,0.0081437390061712,0.0,0.0,0.0
116,27.889412266160047,0.0069997458468616,14.174444612049797,22.237581383751117,0.0081317229966817,0.0,0.0,0.0
117,27.889412266160047,0.0069997458468616,14.174444612049797,22.303096730879364,0.0081196246646069,0.0,0.0,0.0
118,27.889412266160047,0.0069997458468616,14.174444612049797,22.370353973240213,0.0081074515710108,0.0,0.0,0.0
119,27.889412266160047,0.0069997458468616,14.174444612049797,22.439185002754645,0.0080952113236805,0.0,0.0,0.0
120,27.889412266160047,0.0069997458468616,14.174444612049797,22.50941777769539,0.0080829115723721,0.0,0.0,0.0
121,27.889412266160047,0.0069997458468616,14.174444612049797,22.580876752701613,0.0080705600040299,0.0,0.0,0.0
122,27.889412266160047,0.0069997458468616,14.174444612049797,22.65338331755091,0.008058164337982,0.0,0.0,0.0
123,27.889412266160047,0.0069997458468616,14.174444612049797,22.726756243591858,0.0080457323211162,0.0,0.0,0.0
124,27.889412266160047,0.0069997458468616,14.174444612049797,22.800812136721223,0.0080332717230383,0.0,0.0,0.0
125,27.889412266160047,0.0069997458468616,14.174444612049797,22.875365895773754,0.0080207903312166,0.0,0.0,0.0
126,27.889412266160047,0.0069997458468616,14.174444612049797,22.950231175178665,0.0080082959461146,0.0,0.0,0.0
127,27.889412266160047,0.0069997458468616,14.174444612049797,23.025220850726527,0.0079957963763164,0.0,0.0,0.0
128,27.889412266160047,0.0069997458468616,14.174444612049797,23.10014748728233,0.0079832994336461,0.0,0.0,0.0
129,27.889412266160047,0.0069997458468616,14.174444612049797,23.17482380727574,0.0079708129282862,0.0,0.0,0.0
130,27.889412266160047,0.0069997458468616,14.174444612049797,23.24906315879744,0.007958344663896,0.0,0.0,0.0
131,27.889412266160047,0.0069997458468616,14.174444612049797,23.322679982131724,0.0079459024327349,0.0,0.0,0.0
132,27.889412266160047,0.0069997458468616,14.174444612049797,23.39549027355917,0.0079334940107924,0.0,0.0,0.0
133,27.889412266160047,0.0069997458468616,14.174444612049797,23.467312045270067,0.0079211271529283,0.0,0.0,0.0
134,27.889412266160047,0.0069997458468616,14.174444612049797,23.5379657802392,0.0079088095880262,0.0,0.0,0.0
135,27.889412266160047,0.0069997458468616,14.174444612049797,23.607274880924894,0.0078965490141633,0.0,0.0,0.0
136,27.889412266160047,0.0069997458468616,14.174444612049797,23.67506611067093,0.0078843530937989,0.0,0.0,0.0
137,27.889412266160047,0.0069997458468616,14.174444612049797,23.741170026707916,0.0078722294489865,0.0,0.0,0.0
138,27.889412266160047,0.0069997458468616,14.174444612049797,23.805421403672018,0.0078601856566094,0.0,0.0,0.0
139,27.889412266160047,0.0069997458468616,14.174444612049797,23.8676596465823,0.0078482292436457,0.0,0.0,0.0
140,27.889412266160047,0.0069997458468616,14.174444612049797,23.92772919224453,0.0078363676824644,0.0,0.0,0.0
141,27.889412266160047,0.0069997458468616,14.174444612049797,23.985479898078182,0.0078246083861551,0.0,0.0,0.0
142,27.889412266160047,0.0069997458468616,14.174444612049797,24.040767417394648,0.0078129587038953,0.0,0.0,0.0
143,27.889412266160047,0.0069997458468616,14.174444612049797,24.093453560188813,0.007801425916357,0.0,0.0,0.0
144,27.889412266160047,0.0069997458468616,14.174444612049797,24.14340663854212,0.0077900172311571,0.0,0.0,0.0
145,27.889412266160047,0.0069997458468616,14.174444612049797,24.19050179577373,0.0077787397783525,0.0,0.0,0.0
146,27.889412266160047,0.0069997458468616,14.174444612049797,24.23462131851726,0.0077676006059841,0.0,0.0,0.0
147,27.889412266160047,0.0069997458468616,14.174444612049797,24.27565493094285,0.0077566066756721,0.0,0.0,0.0
148,27.889412266160047,0.0069997458468616,14.174444612049797,24.313500070389324,0.007745764858265,0.0,0.0,0.0
149,27.889412266160047,0.0069997458468616,14.174444612049797,24.34806214371744,0.0077350819295457,0.0,0.0,0.0
150,27.889412266160047,0.0069997458468616,14.174444612049797,24.379254763743457,0.007724564565997,0.0,0.0,0.0
151,27.889412266160047,0.0069997458468616,14.174444612049797,24.406999965162107,0.0077142193406288,0.0,0.0,0.0
152,27.889412266160047,0.0069997458468616,14.174444612049797,24.431228399419272,0.0077040527188701,0.0,0.0,0.0
153,27.889412266160047,0.0069997458468616,14.174444612049797,24.45187950804723,0.0076940710545286,0.0,0.0,0.0
154,27.889412266160047,0.0069997458468616,14.174444612049797,24.4689016740293,0.0076842805858196,0.0,0.0,0.0
155,27.889412266160047,0.0069997458468616,14.174444612049797,24.4822523508155,0.0076746874314674,0.0,0.0,0.0
156,27.889412266160047,0.0069997458468616,14.174444612049797,24.491898168666765,0.0076652975868811,0.0,0.0,0.0
157,27.889412266160047,0.0069997458468616,14.174444612049797,24.497815018061907,0.007656116920408,0.0,0.0,0.0
158,27.889412266160047,0.0069997458468616,14.174444612049797,24.49998810995888,0.0076471511696657,0.0,0.0,0.0
159,27.889412266160047,0.0069997458468616,14.174444612049797,24.49841201275966,0.0076384059379567,0.0,0.0,0.0
160,27.889412266160047,0.0069997458468616,14.174444612049797,24.49309066588643,0.0076298866907661,0.0,0.0,0.0
161,27.889412266160047,0.0069997458468616,14.174444612049797,24.484037369935077,0.007621598752346,0.0,0.0,0.0
162,27.889412266160047,0.0069997458468616,14.174444612049797,24.4712747534306,0.0076135473023882,0.0,0.0,0.0
163,27.889412266160047,0.0069997458468616,14.174444612049797,24.45483471626763,0.0076057373727869,0.0,0.0,0.0
164,27.889412266160047,0.0069997458468616,14.174444612049797,24.434758349977265,0.0075981738444937,0.0,0.0,0.0
165,27.889412266160047,0.0069997458468616,14.174444612049797,24.41109583501966,0.0075908614444677,0.0,0.0,0.0
166,27.889412266160047,0.0069997458468616,14.174444612049797,24.38390631535901,0.007583804742721,0.0,0.0,0.0
167,27.889412266160047,0.0069997458468616,14.174444612049797,24.35325775063444,0.0075770081494622,0.0,0.0,0.0
168,27.889412266160047,0.0069997458468616,14.174444612049797,24.319226746296295,0.0075704759123411,0.0,0.0,0.0
169,27.889412266160047,0.0069997458468616,14.174444612049797,24.28189836213242,0.0075642121137932,0.0,0.0,0.0
170,27.889412266160047,0.0069997458468616,14.174444612049797,24.241365899662974,0.0075582206684886,0.0,0.0,0.0
171,27.889412266160047,0.0069997458468616,14.174444612049797,24.19773066893524,0.0075525053208857,0.0,0.0,0.0
172,27.889412266160047,0.0069997458468616,14.174444612049797,24.151101735301232,0.0075470696428906,0.0,0.0,0.0
173,27.889412266160047,0.0069997458468616,14.174444612049797,24.10159564681117,0.0075419170316252,0.0,0.0,0.0
174,27.889412266160047,0.0069997458468616,14.174444612049797,24.049336142904004,0.0075370507073038,0.0,0.0,0.0
175,27.889412266160047,0.0069997458468616,14.174444612049797,23.994453845123275,0.0075324737112207,0.0,0.0,0.0
176,27.889412266160047,0.0069997458468616,14.174444612049797,23.937085930631287,0.0075281889038495,0.0,0.0,0.0
177,27.889412266160047,0.0069997458468616,14.174444612049797,23.87737578933764,0.0075241989630552,0.0,0.0,0.0
178,27.889412266160047,0.0069997458468616,14.174444612049797,23.815472665499133,0.007520506382421,0.0,0.0,0.0
179,27.889412266160047,0.0069997458468616,14.174444612049797,23.751531284686827,0.0075171134696896,0.0,0.0,0.0
180,27.889412266160047,0.0069997458468616,14.174444612049797,23.68571146705273,0.0075140223453211,0.0,0.0,0.0
181,27.889412266160047,0.0069997458468616,14.174444612049797,23.618177727862637,0.0075112349411674,0.0,0.0,0.0
182,27.889412266160047,0.0069997458468616,14.174444612049797,23.549098866293612,0.0075087529992655,0.0,0.0,0.0
183,27.889412266160047,0.0069997458468616,14.174444612049797,23.47864754352403,0.0075065780707483,0.0,0.0,0.0
184,27.889412266160047,0.0069997458468616,14.174444612049797,23.40699985117045,0.0075047115148753,0.0,0.0,0.0
185,27.889412266160047,0.0069997458468616,14.174444612049797,23.334334871150368,0.0075031544981832,0.0,0.0,0.0
186,27.889412266160047,0.0069997458468616,14.174444612049797,23.26083422807065,0.0075019079937567,0.0,0.0,0.0
187,27.889412266160047,0.0069997458468616,14.174444612049797,23.18668163526059,0.0075009727806205,0.0,0.0,0.0
188,27.889412266160047,0.0069997458468616,14.174444612049797,23.112062435584303,0.0075003494432524,0.0,0.0,0.0
189,27.889412266160047,0.0069997458468616,14.174444612049797,23.03716313818004,0.0075000383712179,0.0,0.0,0.0
190,27.889412266160047,0.0069997458468616,14.174444612049797,22.96217095228451,0.0075000397589269,0.0,0.0,0.0
191,27.889412266160047,0.0069997458468616,14.174444612049797,22.887273319307287,0.0075003536055123,0.0,0.0,0.0
192,27.889412266160047,0.0069997458468616,14.174444612049797,22.81265744432487,0.0075009797148299,0.0,0.0,0.0
193,27.889412266160047,0.0069997458468616,14.174444612049797,22.73850982816553,0.007501917695582,0.0,0.0,0.0
194,27.889412266160047,0.0069997458468616,14.174444612049797,22.665015801254324,0.0075031669615611,0.0,0.0,0.0
195,27.889412266160047,0.0069997458468616,14.174444612049797,22.592359060383583,0.0075047267320166,0.0,0.0,0.0
196,27.889412266160047,0.0069997458468616,14.174444612049797,22.520721209566588,0.0075065960321427,0.0,0.0,0.0
197,27.889412266160047,0.0069997458468616,14.174444612049797,22.450281306122108,0.0075087736936878,0.0,0.0,0.0
198,27.889412266160047,0.0069997458468616,14.174444612049797,22.38121541312436,0.0075112583556842,0.0,0.0,0.0
199,27.889412266160047,0.0069997458468616,14.174444612049797,22.313696159337017,0.007514048465299,0.0,0.0,0.0
200,27.889412266160047,0.0069997458468616,14.174444612049797,22.247892307731203,0.0075171422788047,0.0,0.0,0.0
201,27.889412266160047,0.0069997458468616,14.174444612049797,22.183968333665945,0.0075205378626684,0.0,0.0,0.0
202,27.889412266160047,0.0069997458468616,14.174444612049797,22.122084013785447,0.0075242330947607,0.0,0.0,0.0
203,27.889412266160047,0.0069997458468616,14.174444612049797,22.06239402666068,0.007528225665682,0.0,0.0,0.0
204,27.889412266160047,0.0069997458468616,14.174444612049797,22.005047566173506,0.0075325130802053,0.0,0.0,0.0
205,27.889412266160047,0.0069997458468616,14.174444612049797,21.950187968609683,0.0075370926588361,0.0,0.0,0.0
206,27.889412266160047,0.0069997458468616,14.174444612049797,21.897952354392807,0.0075419615394868,0.0,0.0,0.0
207,27.889412266160047,0.0069997458468616,14.174444612049797,21.848471285354627,0.0075471166792656,0.0,0.0,0.0
208,27.889412266160047,0.0069997458468616,14.174444612049797,21.801868438398497,0.0075525548563778,0.0,0.0,0.0
209,27.889412266160047,0.0069997458468616,14.174444612049797,21.75826029637152,0.0075582726721399,0.0,0.0,0.0
210,27.889412266160047,0.0069997458468616,14.174444612049797,21.717755856918075,0.007564266553103,0.0,0.0,0.0
211,27.889412266160047,0.0069997458468616,14.174444612049797,21.68045636004249,0.0075705327532867,0.0,0.0,0.0
212,27.889412266160047,0.0069997458468616,14.174444612049797,21.646455035061763,0.0075770673565198,0.0,0.0,0.0
213,27.889412266160047,0.0069997458468616,14.174444612049797,21.61583686758079,0.007583866278888,0.0,0.0,0.0
214,27.889412266160047,0.0069997458468616,14.174444612049797,21.58867838707264,0.0075909252712862,0.0,0.0,0.0
215,27.889412266160047,0.0069997458468616,14.174444612049797,21.56504747559472,0.0075982399220739,0.0,0.0,0.0
