Time (s),LQR Tt,LQR wt,LQR Ts,Reference Tt,Reference wt
0.0,25.997180751578355,0.00800011797717512,19.474850146286354,23.0,0.008
0.5,25.970838116712116,0.007975290757493418,7.863396726160852,23.0,0.008
1.0,25.961802687827966,0.007950525960935617,21.617543591416172,23.03749609387207,0.008006249837240855
1.5,25.93751985991056,0.007925848148614306,8.506529800525216,23.074968753906017,0.008012498697957357
2.0,25.929458139281138,0.007901262339469615,21.81308091416301,23.112394560909113,0.00801874560577773
2.5,25.908997670844744,0.00787675016258546,8.570705885507076,23.149750124970243,0.00802498958463534
3.0,25.863280414559917,0.007852310607319052,4.614688357147164,23.18701210007784,0.008031229658921191
3.5,25.84923794794484,0.007827956343181728,20.64287383357629,23.224157198710397,0.008037464853636371
4.0,25.82804283462989,0.007803669757755608,8.211063125887206,23.261162206390395,0.008043694194544393
4.5,25.78441424592608,0.007779464713269723,4.497219507717585,23.29800399619259,0.008049916708323415
5.0,25.767530777858056,0.007755352206476867,20.596943844463652,23.334659543197617,0.008056131422718315
5.5,25.74404047774544,0.007731315436488416,8.184750193125803,23.371105938881783,0.008062337366692615
6.0,25.697775527283984,0.00770736268768618,4.475267189265082,23.40732040543417,0.008068533570580193
6.5,25.645111535742654,0.0076834681273135605,3.3531609258698127,23.44328030999201,0.0080747190662368
7.0,25.627906340880724,0.007659645341790343,20.222390916247832,23.478963178785502,0.008080892887191323
7.5,25.602522646890854,0.007635918285073021,8.03939083360389,23.514346711183176,0.008087054068796798
8.0,25.55602694762117,0.0076122612102672805,4.397956100384684,23.54940879362907,0.008093201648381135
8.5,25.50418599835999,0.00758869238719444,3.295621224684429,23.584127513462974,0.00809933466539753
9.0,25.484731579134756,0.007565186281108821,20.169191476484684,23.618481172615137,0.008105452161574553
9.5,25.461053240257797,0.007541764444671163,7.987540589163087,23.652448301166846,0.008111553181065873
10.0,25.412693545471754,0.007518406157203337,4.345581678304422,23.686007670768433,0.008117636770599604
10.5,25.395198782316594,0.007495113251561464,20.464439166030807,23.719138307906306,0.008123701979627262
11.0,25.370062330367865,0.007471922505578575,8.056748492014256,23.751819507010698,0.008129747860472273
11.5,25.320678167576748,0.0074487938261989,4.347485043685317,23.78403084339599,0.008135773468478057
12.0,25.30292579018705,0.007425728936846127,20.445446556491202,23.815752186025463,0.00814177786215562
12.5,25.276256135961084,0.007402765331204089,8.030972076371857,23.846963710092552,0.00814776010333067
13.0,25.228426850940092,0.007379876665054158,4.320190670286097,23.877645909410692,0.008153719257290191
13.5,25.2085235195188,0.00735704333342656,20.416939669304362,23.90777960860406,0.008159654392928501
14.0,25.180756522415727,0.007334294798996881,8.000573930253758,23.93734597509155,0.00816556458289273
14.5,25.168167151178846,0.007311603502480884,21.510490013086546,23.966326530856538,0.008171448903727726
15.0,25.145259755842687,0.00728900579407001,8.3263411099458,23.994703163995023,0.008177306436020325
15.5,25.1345906623682,0.007266486700183601,21.6090993627173,24.022458140035003,0.008183136264543023
16.0,25.111305196040863,0.007244043811322043,8.356818429845301,24.049574113019904,0.008188937478396979
16.5,25.100772929982234,0.007221658370687475,21.619272022937846,24.076034136349286,0.008194709171154325
17.0,25.0764310047066,0.007199367226281005,8.360983637841418,24.10182167336987,0.008200450440999815
17.5,25.06480001347405,0.007177134924236723,21.620306155289498,24.12692060771044,0.008206160390871712
18.0,25.0412193428744,0.0071549641967882,8.360736325819763,24.151315253354042,0.008211838128601968
18.5,25.027466915520687,0.007132871315314019,21.61953444446258,24.174990364441225,0.008217482767055615
19.0,25.003326683622006,0.007110845181094004,8.359103034200968,24.197931144798222,0.008223093424269376
19.5,24.992707739365464,0.007088897346995993,21.61879139232302,24.22012325718406,0.008228669223589478
20.0,24.967984675116625,0.00706702240409484,8.358197683826154,24.241552832250886,0.008234209293808619
20.5,24.95652896413488,0.00704519212034668,21.617551271026656,24.262206477211844,0.008239712769302101
21.0,24.93208297380478,0.007023441328377386,8.357195885098418,24.282071284211142,0.008245178790163074
21.5,24.92036377241308,0.007001780468109822,21.6163911590054,24.301134838391025,0.008250606502336898
22.0,24.894568196477906,0.00698017282416985,8.356053649086848,24.319385225650684,0.008255995057754591
22.5,24.87950176035269,0.006958646347048518,21.613293075077152,24.336811040092154,0.00826134361446533
23.0,24.85197695172774,0.006937171144903737,8.350390072365892,24.353401391148644,0.008266651336768011
23.5,24.838884856848185,0.006915779973987071,21.608629701210017,24.36914591039078,0.008271917395341822
24.0,24.81129257243599,0.0068944432782762945,8.345211424107358,24.38403475800655,0.008277140967375826
24.5,24.795098009015096,0.006923109119056663,21.587979555376812,24.39805862895084,0.008282321236697518
25.0,24.769798883405436,0.0069516735719359485,8.298879967099795,24.411208758760807,0.008287457393900358
25.5,24.758734716064733,0.006980171207001364,21.53033956677436,24.42347692903338,0.008292548636470231
26.0,24.731617356559713,0.007008562802443745,8.237634367019092,24.43485547256148,0.008297594168910846
26.5,24.71997366907029,0.007036847865014414,21.467122817229125,24.44533727812579,0.00830259320286802
27.0,24.694208017334304,0.007065060497158644,8.17442483247737,24.45491579493903,0.00830754495725287
27.5,24.6832280676828,0.007093171612684844,21.40453749608003,24.46358503673999,0.00831244865836385
28.0,24.6928489313348,0.007121202116608906,25.33869956119193,24.471339585534732,0.008317303540007636
28.5,24.674251009781344,0.007149142834166705,9.281589125740393,24.47817459498269,0.008322108843618847
29.0,24.66236448651036,0.007176972864912809,21.68914503491764,24.484085793425443,0.00832686381837857
29.5,24.67531792225383,0.007204734625836151,25.378329197510297,24.48906948655638,0.008331567721331675
30.0,24.660419195428588,0.007232407345240397,9.250059565872643,24.493122559729528,0.008336219817502894
30.5,24.651150481398815,0.0072599831366568215,21.638345746111646,24.49624247990608,0.008340819380011667
31.0,24.666089850985877,0.007287462435039477,25.32348008341042,24.498427297237487,0.008345365690185708
31.5,24.64966883020198,0.00731487597956022,9.192590297771673,24.499675646284036,0.008349858037673302
32.0,24.639369128845317,0.007342182149046249,21.580513777230912,24.499986746868206,0.008354295720554294
32.5,24.653207729862093,0.007369396090082232,25.265589581678732,24.499360404562257,0.008358678045449762
33.0,24.63704255003375,0.007396528477682661,9.134310085521445,24.497797010809748,0.008363004327630357
33.5,24.627022317674005,0.00742355811259471,21.521853849920255,24.495297542680877,0.00836727389112329
34.0,24.642249001932573,0.0074505135270996605,25.2071164025236,24.49186356226187,0.00837148606881795
34.5,24.628311031846504,0.007477375301121292,9.07822101203218,24.4874972156787,0.008375640202570147
35.0,24.617660168699235,0.007504134204137125,21.466410797371303,24.482201231755862,0.008379735643304928
35.5,24.63341676421375,0.007530829149036997,25.15303902886879,24.475978920310904,0.008383771751118013
36.0,24.617024414500595,0.007557437253570197,9.02282541713809,24.46883417008594,0.00838774789537577
36.5,24.61000295078891,0.007583943474699692,21.411288592792566,24.460771446317292,0.008391663454813741
37.0,24.62244558828702,0.007610372044959164,25.09678469124073,24.451795787944857,0.008395517817633738
37.5,24.606790642390827,0.007636715703485873,8.967383399513075,24.44191280446295,0.008399310381599407
38.0,24.60000545028578,0.007662984323376842,21.355556680659383,24.43112867241454,0.008403040554130346
38.5,24.61442299778042,0.00768917210112621,25.04242962850566,24.41945013153112,0.008406707752394688
39.0,24.602181299562414,0.007715260037603353,8.914703544473628,24.406884480520592,0.00841031140340016
39.5,24.596135574009512,0.0077412767971434815,21.305221456939172,24.393439572505805,0.00841385094408363
40.0,24.61236822423065,0.007767200311090058,24.993917862404327,24.379123810116617,0.008417325821399061
40.5,24.600502965256833,0.007793040001836158,8.86674293410605,24.36394614023852,0.008420735492403948
