Time (s),LQR fa_dot,LQR fw_dot,LQR u3
1256.0,2.5998834934611805,0.001964285834303846,5e-05
1256.5,2.599892020534952,0.0,5e-05
1257.0,2.5999236070659095,0.003,-5e-05
1257.5,2.599899583890235,0.0,5e-05
1258.0,2.5998981669654295,0.003,5e-05
1258.5,2.5998602634538024,0.0,5e-05
1259.0,2.599860095954869,0.0,5e-05
1259.5,2.5999411160476527,0.003,-5e-05
1260.0,2.599933728633021,0.0,-5e-05
1260.5,2.5999264922691716,0.003,-5e-05
1261.0,2.5998890718368326,0.0,5e-05
1261.5,2.5998786016131996,0.0009544256865847581,5e-05
1262.0,2.5999314497391772,0.0,-5e-05
1262.5,2.600005019006148,0.003,-5e-05
1263.0,2.599998315529284,0.0,-5e-05
1263.5,2.5999810009622535,0.003,-5e-05
1264.0,2.5999469108434985,0.0,-5e-05
1264.5,2.5999488912694764,0.003,-5e-05
1265.0,2.59990713998348,0.0,5e-05
1265.5,2.5999003654802895,0.003,5e-05
1266.0,2.5998448811491803,0.0,5e-05
1266.5,2.5998457573171514,0.0,5e-05
1267.0,2.599924604609702,0.003,-5e-05
1267.5,2.5999235193727666,0.0,-5e-05
1268.0,2.5999348673132463,0.003,-5e-05
1268.5,2.599909358618514,0.0,5e-05
1269.0,2.599895098898695,0.003,5e-05
1269.5,2.59986699657996,0.0,5e-05
1270.0,2.599865854116024,0.0,5e-05
1270.5,2.5999547308588555,0.003,-5e-05
1271.0,2.5999327983342178,0.0,-5e-05
1271.5,2.599945585486958,0.003,-5e-05
1272.0,2.599911197519914,0.0,5e-05
1272.5,2.599902430627912,0.003,5e-05
1273.0,2.5998663565750117,0.0,5e-05
1273.5,2.5998567735969695,0.0,5e-05
1274.0,2.5999465454206545,0.003,-5e-05
1274.5,2.5999369740914973,0.0,-5e-05
1275.0,2.599938980577849,0.003,-5e-05
1275.5,2.599898343020616,0.0,5e-05
1276.0,2.5998934595673964,0.003,5e-05
1276.5,2.5998494889840544,0.0,5e-05
1277.0,2.5998356771672877,0.0,5e-05
1277.5,2.599930025699474,0.003,-5e-05
1278.0,2.5999091339593488,0.0,5e-05
1278.5,2.5999032458771727,0.003,5e-05
1279.0,2.599873854765299,0.0,5e-05
1279.5,2.5998660953597126,0.0,5e-05
1280.0,2.599954043752748,0.003,-5e-05
1280.5,2.599945724637328,0.0,-5e-05
1281.0,2.599957590117821,0.003,-5e-05
1281.5,2.599924804112908,0.0,-5e-05
1282.0,2.5999222300304106,0.003,-5e-05
1282.5,2.5998846593722047,0.0,5e-05
1283.0,2.599875243912694,0.000868468859353865,5e-05
1283.5,2.5999337978642614,8.427464762704646e-05,-5e-05
1284.0,2.6000029535701654,0.003,-5e-05
1284.5,2.5999881619242364,0.0,-5e-05
1285.0,2.599989085571381,0.003,-5e-05
1285.5,2.599949501088437,0.0,-5e-05
1286.0,2.5999450304022487,0.003,-5e-05
1286.5,2.599897386967744,0.0,5e-05
1287.0,2.599880194685652,0.00244749992970582,5e-05
1287.5,2.599863451011975,0.0,5e-05
1288.0,2.599876845884985,0.003,5e-05
1288.5,2.5998475961184555,0.0,5e-05
1289.0,2.5998321623238287,0.0,5e-05
1289.5,2.599922982353286,0.003,-5e-05
1290.0,2.599906534581468,0.0,5e-05
1290.5,2.599918596824561,0.003,-5e-05
1291.0,2.599884455552799,0.0,5e-05
1291.5,2.599876036388453,0.0014570414732117834,5e-05
1292.0,2.599895891280449,0.0,5e-05
1292.5,2.599952299155457,0.003,-5e-05
1293.0,2.5999204594802987,0.0,5e-05
1293.5,2.599909285922935,0.003,5e-05
1294.0,2.5998612329573882,0.0,5e-05
1294.5,2.5998465816680714,0.0,5e-05
