Time (s),LQR fa_dot,LQR fw_dot,LQR u3
635.0,2.6000077801783528,0.003,-5e-05
635.5,2.5999975834233675,0.0,-5e-05
636.0,2.599995643483914,0.003,-5e-05
636.5,2.599967504739771,0.0,5e-05
637.0,2.599960585830789,0.003,5e-05
637.5,2.5999153291242463,0.0,5e-05
638.0,2.599899235751706,0.0,5e-05
638.5,2.5999830379635145,0.003,-5e-05
639.0,2.5999828777175416,0.0,5e-05
639.5,2.5999843590108633,0.003,-5e-05
640.0,2.599946188994396,0.0,5e-05
640.5,2.599942681022597,0.0007919542569879581,5e-05
641.0,2.5999976421936646,0.003,-5e-05
641.5,2.5999646853149962,0.0,5e-05
642.0,2.5999614801362574,0.0029949639484306723,5e-05
642.5,2.5999227979738047,0.0,5e-05
643.0,2.5999224590647425,0.0,5e-05
643.5,2.600015728327847,0.003,-5e-05
644.0,2.600010225703133,0.0,-5e-05
644.5,2.600005668286283,0.003,-5e-05
645.0,2.599972951775557,0.0,5e-05
645.5,2.599969983176758,0.003,3.709494177889239e-05
646.0,2.599929730433135,0.0,5e-05
646.5,2.599917190291216,0.0,5e-05
647.0,2.5999998546177654,0.003,-5e-05
647.5,2.5999964013522807,0.0,-5e-05
648.0,2.5999948566859175,0.003,-5e-05
648.5,2.5999690614922004,0.0,5e-05
649.0,2.5999564839639078,0.003,5e-05
649.5,2.5999217851090997,0.0,5e-05
650.0,2.599913008518488,0.0,5e-05
650.5,2.599998926969089,0.003,-5e-05
651.0,2.5999964739889427,0.0,-5e-05
651.5,2.5999994428814475,0.003,-5e-05
652.0,2.599961756612101,0.0,5e-05
652.5,2.599957900097392,0.003,5e-05
653.0,2.5999158969419183,0.0,5e-05
653.5,2.59990861096304,0.0,5e-05
654.0,2.6000028552747234,0.003,-5e-05
654.5,2.6000072853940295,0.0,-5e-05
655.0,2.5999990910121054,0.003,-5e-05
655.5,2.5999482705438024,0.0,5e-05
656.0,2.599930710059169,0.0,5e-05
656.5,2.6000122532815264,0.003,-5e-05
657.0,2.6000031300987776,0.0,-5e-05
657.5,2.6000126850494225,0.003,-5e-05
658.0,2.5999756305284616,0.0,5e-05
658.5,2.5999601286258347,0.003,5e-05
659.0,2.5999311683807624,0.0,5e-05
659.5,2.599911451668874,0.0,5e-05
660.0,2.6000046496441187,0.003,-5e-05
660.5,2.5999977011687774,0.0,-5e-05
661.0,2.600006316224921,0.003,-5e-05
661.5,2.5999708017622165,0.0,5e-05
662.0,2.5999613808185758,0.003,5e-05
662.5,2.5999315947380977,0.0,5e-05
663.0,2.5999266422727483,0.0,5e-05
663.5,2.6000199610247723,0.003,-5e-05
664.0,2.60002746364358,0.0,-5e-05
664.5,2.600036130703702,0.003,-5e-05
665.0,2.6000041407986565,0.0,-5e-05
665.5,2.5999950122453748,0.003,-5e-05
666.0,2.5999448774588907,0.0,5e-05
666.5,2.5999346946102118,0.0,5e-05
667.0,2.6000313036870977,0.003,-5e-05
667.5,2.6000228753074226,0.0,-5e-05
668.0,2.600028768549506,0.003,-5e-05
668.5,2.5999971584836805,0.0,-5e-05
669.0,2.5999905588662013,0.003,-5e-05
669.5,2.5999446853959993,0.0,5e-05
670.0,2.5999423355674347,0.00153699032343556,5e-05
670.5,2.599966598559988,0.0,5e-05
671.0,2.6000236800995404,0.003,-5e-05
671.5,2.6000014545964247,0.0,-5e-05
672.0,2.5999985216361052,0.003,-5e-05
672.5,2.599956726248551,0.0,5e-05
673.0,2.5999509993420817,0.003,5e-05
673.5,2.599917762624127,0.0,5e-05
674.0,2.59990740472157,0.0,5e-05
674.5,2.599998581562175,0.003,-5e-05
675.0,2.5999997670331645,0.0,-5e-05
675.5,2.6000112358304426,0.003,-5e-05
676.0,2.5999772743486376,0.0,5e-05
676.5,2.599974293648556,0.003,2.806343219752261e-06
677.0,2.599934630988637,0.0,5e-05
677.5,2.5999347195931595,0.00024420616375141397,5e-05
678.0,2.600010369989744,0.003,-5e-05
678.5,2.599989607224215,0.0,-5e-05
679.0,2.599989933081625,0.003,-5e-05
679.5,2.599950067994636,0.0,5e-05
680.0,2.5999493360037773,0.003,5e-05
680.5,2.599910119920484,0.0,5e-05
681.0,2.599898998983651,0.0,5e-05
681.5,2.599994116017122,0.003,-5e-05
682.0,2.599976658497788,0.0,5e-05
682.5,2.5999844433821617,0.003,-5e-05
683.0,2.599943961600316,0.0,5e-05
683.5,2.599932282101903,1.333660316503644e-05,5e-05
684.0,2.600017578432241,0.003,-5e-05
684.5,2.600002659236852,0.0,-5e-05
685.0,2.599991484066229,0.003,-5e-05
685.5,2.5999459504680207,0.0,5e-05
686.0,2.5999374916734648,0.0010946546662880966,5e-05
686.5,2.5999897120486306,0.0,-5e-05
687.0,2.6000590977904348,0.003,-5e-05
687.5,2.6000455906676994,0.0,-5e-05
688.0,2.600052130099884,0.003,-5e-05
688.5,2.6000050633848217,0.0,-5e-05
689.0,2.5999923795594437,0.003,-5e-05
689.5,2.5999530977760297,0.0,5e-05
690.0,2.5999441834291823,0.002655019274908731,5e-05
690.5,2.5999148397482426,0.0,5e-05
691.0,2.599908146957358,0.0023439471763274534,5e-05
691.5,2.599893166662685,0.0,5e-05
692.0,2.5999157069843317,0.003,5e-05
692.5,2.5998838866520657,0.0,5e-05
693.0,2.5998717190990903,0.0,5e-05
693.5,2.599963900825305,0.003,4.43838419808551e-05
694.0,2.5999692578871088,0.0,5e-05
694.5,2.5999701074716475,0.003,-5e-05
695.0,2.59993605206244,0.0,5e-05
695.5,2.599925827626144,0.0,5e-05
696.0,2.6000050974534474,0.003,-5e-05
696.5,2.599996758953896,0.0,-5e-05
697.0,2.5999987981327592,0.003,-5e-05
697.5,2.5999667232457977,0.0,5e-05
698.0,2.599959505143694,0.003,5e-05
698.5,2.599922280959451,0.0,5e-05
699.0,2.5999107727875965,0.0,5e-05
699.5,2.599994522639,0.003,-5e-05
700.0,2.59998059486855,0.0,-5e-05
700.5,2.599967699750888,0.003,-3.29082481992371e-05
701.0,2.5999012758528677,0.0,5e-05
701.5,2.599861220693257,0.0,5e-05
702.0,2.599924274802595,0.003,5e-05
702.5,2.5998797380269956,0.0,5e-05
703.0,2.599853788415781,0.0,5e-05
703.5,2.599917452872658,0.003,5e-05
704.0,2.5998874128518943,0.0,5e-05
704.5,2.599867509501996,0.0,5e-05
705.0,2.5999497609081486,0.003,5e-05
705.5,2.599912859256683,0.0,5e-05
706.0,2.599885037702477,0.0,5e-05
706.5,2.599954456034073,0.003,-5e-05
707.0,2.5999405642002205,0.0,5e-05
707.5,2.599924123231656,0.0013509878331944161,5e-05
708.0,2.5999363740729176,0.0,5e-05
708.5,2.5999891163034548,0.003,-5e-05
709.0,2.5999523893509977,0.0,5e-05
709.5,2.599932633373532,0.001663967485129191,5e-05
710.0,2.599930761990686,0.0,5e-05
710.5,2.5999575023380266,0.003,-5e-05
711.0,2.599927726648678,0.0,5e-05
711.5,2.599916883438431,0.0,5e-05
712.0,2.5999949880433975,0.003,-5e-05
712.5,2.5999667821599233,0.0,-5e-05
713.0,2.599951496526489,0.003,-5e-05
713.5,2.599892981145268,0.0,5e-05
714.0,2.5998752046100186,0.0,5e-05
714.5,2.599942015441602,0.003,-6.267215353072952e-06
715.0,2.599917281888658,0.0,5e-05
715.5,2.5999011717341043,0.0,5e-05
716.0,2.5999779167850794,0.003,-5e-05
716.5,2.5999537904677195,0.0,2.3317873693806668e-05
717.0,2.5999378817948444,0.003,5e-05
717.5,2.599894046984181,0.0,5e-05
718.0,2.599881928990316,0.0,5e-05
718.5,2.5999523243404177,0.003,-5e-05
719.0,2.599928222304942,0.0,5e-05
719.5,2.599924846462156,0.0016162950603736284,5e-05
720.0,2.5999466664239854,0.0,-5e-05
720.5,2.5999890074897625,0.003,-5e-05
721.0,2.5999501366560303,0.0,4.209263002680208e-05
721.5,2.599927321184283,0.0008860045674588971,5e-05
722.0,2.5999661972886234,0.0,-5e-05
722.5,2.6000301692290355,0.003,-5e-05
723.0,2.6000105953889476,0.0,-5e-05
723.5,2.600003471283699,0.003,-5e-05
724.0,2.5999523105612257,0.0,5e-05
724.5,2.59993655028732,0.0011954946854702989,5e-05
725.0,2.5999582973098367,0.0,-5e-05
725.5,2.600017721422112,0.003,-5e-05
726.0,2.60000218479677,0.0,-5e-05
726.5,2.599993272609417,0.003,-5e-05
727.0,2.599945322562404,0.0,5e-05
727.5,2.5999243766980045,0.0,5e-05
728.0,2.6000064445600803,0.003,-5e-05
728.5,2.5999803184977117,0.0,-5e-05
729.0,2.5999702628255923,0.003,-5e-05
729.5,2.5999345184696336,0.0,5e-05
730.0,2.5999031010754035,0.0,5e-05
730.5,2.599981076923697,0.003,-5e-05
731.0,2.599959321427496,0.0,-5e-05
731.5,2.5999450173271232,0.003,5e-05
732.0,2.5998982668521835,0.0,5e-05
732.5,2.5998752906586042,0.0,5e-05
733.0,2.5999421112538297,0.003,-5e-05
733.5,2.5999165264672035,0.0,5e-05
734.0,2.5999012631978355,0.0,5e-05
734.5,2.5999793712889954,0.003,-5e-05
735.0,2.5999586853390286,0.0,-5e-05
735.5,2.5999535692008053,0.003,-5e-05
736.0,2.5999161147802177,0.0,5e-05
736.5,2.5998944308854814,0.0,5e-05
737.0,2.599971743556591,0.003,-5e-05
737.5,2.599955968478505,0.0,-2.8892850083561683e-06
738.0,2.599948965673586,0.003,-5e-05
738.5,2.5999031404499546,0.0,5e-05
739.0,2.599892054870054,0.0,5e-05
739.5,2.599981586551623,0.003,-5e-05
740.0,2.5999626294749563,0.0,-5e-05
740.5,2.5999567876287326,0.003,-5e-05
741.0,2.599907577779952,0.0,5e-05
741.5,2.59989869301673,0.0,5e-05
742.0,2.599961528522205,0.003,-5e-05
742.5,2.5999428313815187,0.0,5e-05
743.0,2.599940407438009,0.003,5e-05
743.5,2.5998857252866827,0.0,5e-05
744.0,2.59987639991051,0.0,5e-05
744.5,2.5999639359302607,0.003,-5e-05
745.0,2.5999549014968233,0.0,-3.22711387987229e-05
745.5,2.599940301531425,0.003,5e-05
746.0,2.599896162890934,0.0,5e-05
746.5,2.5998893309185696,0.0,5e-05
747.0,2.5999628644563204,0.003,-5e-05
747.5,2.5999364015647983,0.0,5e-05
748.0,2.5999184605321766,0.0029868232453656874,5e-05
748.5,2.599874768517226,0.0,5e-05
749.0,2.5998635273631767,0.0,5e-05
749.5,2.5999498408385318,0.003,-5e-05
750.0,2.599939746692012,0.0,5e-05
750.5,2.599938803630042,0.003,-5e-05
751.0,2.5998920365894183,0.0,5e-05
751.5,2.5998817224771904,0.0,5e-05
752.0,2.599966569851781,0.003,-5e-05
752.5,2.599958034630102,0.0,-5e-05
753.0,2.5999503965274404,0.003,-5e-05
753.5,2.5999106836027135,0.0,5e-05
754.0,2.599912293977871,0.0,5e-05
754.5,2.599993738344064,0.003,-5e-05
755.0,2.5999891278990006,0.0,-5e-05
755.5,2.5999762193646148,0.003,-5e-05
756.0,2.5999257133995686,0.0,5e-05
756.5,2.599919372588191,0.0003101315221217696,5e-05
757.0,2.5999877223909333,0.003,-5e-05
757.5,2.5999635606950378,0.0,-5e-05
758.0,2.599948069611376,0.003,-5e-05
758.5,2.5999036497102193,0.0,5e-05
759.0,2.5998878169800994,0.0,5e-05
759.5,2.59997006570957,0.003,-5e-05
760.0,2.5999702810787486,0.0,-5e-05
760.5,2.5999648204648937,0.003,-5e-05
761.0,2.5999304779016876,0.0,5e-05
761.5,2.5999201555341314,0.0010211628852770818,5e-05
762.0,2.599968046326676,0.0,-5e-05
762.5,2.600034962352629,0.003,-5e-05
763.0,2.600008006370119,0.0,-5e-05
763.5,2.6000087025678225,0.003,-5e-05
764.0,2.599967051516887,0.0,-5e-05
764.5,2.5999475165880566,0.003,5e-05
765.0,2.599899060565789,0.0,5e-05
765.5,2.5998808592478997,0.0,5e-05
766.0,2.5999622291349582,0.003,-5e-05
766.5,2.599943758122876,0.0,5e-05
767.0,2.5999513796800273,0.003,-5e-05
767.5,2.5998995850746707,0.0,5e-05
768.0,2.599889006800486,0.0,5e-05
768.5,2.599969309749245,0.003,-5e-05
769.0,2.5999585278533575,0.0,-5e-05
769.5,2.5999517268036,0.003,-5e-05
770.0,2.5999032932199375,0.0,5e-05
770.5,2.599885313899371,0.0,5e-05
771.0,2.5999607758809566,0.003,-5e-05
771.5,2.5999307924353454,0.0,5e-05
772.0,2.599930151993368,0.003,5e-05
772.5,2.5998825205144387,0.0,5e-05
773.0,2.5998688012414477,0.0,5e-05
773.5,2.599941676159068,0.003,-5e-05
774.0,2.5999150580574932,0.0,5e-05
774.5,2.5999118817453497,0.003,5e-05
775.0,2.5998675378661424,0.0,5e-05
775.5,2.5998619192939003,0.0,5e-05
776.0,2.599948184169172,0.003,-5e-05
776.5,2.5999356321510483,0.0,5e-05
777.0,2.599935231484404,0.003,5e-05
777.5,2.599910250749669,0.0,5e-05
778.0,2.599912210311949,0.0,5e-05
778.5,2.600005638179182,0.003,-5e-05
779.0,2.599992223702182,0.0,-5e-05
779.5,2.599990614434181,0.003,-5e-05
780.0,2.5999426737795095,0.0,5e-05
780.5,2.599928126762251,0.002359289925405116,5e-05
781.0,2.5999133287896767,0.0,5e-05
781.5,2.599930151616601,0.003,5e-05
782.0,2.5999033262755193,0.0,5e-05
782.5,2.5998908067799102,0.0,5e-05
783.0,2.5999869151472783,0.003,-5e-05
783.5,2.599975041482181,0.0,-5e-05
784.0,2.599973438354094,0.003,-5e-05
784.5,2.5999392481889254,0.0,5e-05
785.0,2.5999288281118265,0.002236348059992609,5e-05
785.5,2.599929122838065,0.0,5e-05
786.0,2.599951087597969,0.003,-5e-05
786.5,2.599935450665862,0.0,5e-05
787.0,2.599930768282981,0.003,5e-05
787.5,2.5998996970035866,0.0,5e-05
788.0,2.599896861100245,0.0,5e-05
788.5,2.5999821891164885,0.003,-5e-05
789.0,2.5999748561540303,0.0,-5e-05
789.5,2.599974317304876,0.003,-5e-05
790.0,2.599931976447645,0.0,5e-05
790.5,2.5999236146303066,0.0011857308491011068,5e-05
791.0,2.5999642579828866,0.0,-5e-05
791.5,2.600034940101356,0.003,-5e-05
792.0,2.6000114884565013,0.0,-5e-05
792.5,2.600008276822028,0.003,-5e-05
793.0,2.599962503632037,0.0,-5e-05
793.5,2.599938656258932,0.003,-1.885559288750116e-05
794.0,2.599904393315081,0.0,5e-05
794.5,2.5998801746186153,0.0,5e-05
795.0,2.599959166343546,0.003,-5e-05
795.5,2.599953252618479,0.0,-5e-05
796.0,2.5999515739076444,0.003,-5e-05
796.5,2.5999226041266392,0.0,5e-05
797.0,2.5999074032385514,0.0,5e-05
797.5,2.599977847401679,0.003,-5e-05
798.0,2.5999645971011303,0.0,-5e-05
798.5,2.5999580109343765,0.003,-5e-05
799.0,2.5999134033516063,0.0,5e-05
799.5,2.599898929769987,0.0,5e-05
800.0,2.5999815264701915,0.003,-5e-05
800.5,2.599958729625713,0.0,-5e-05
801.0,2.5999591370692103,0.003,-5e-05
801.5,2.59991915837609,0.0,5e-05
802.0,2.599913011907431,0.0008683076501868495,5e-05
802.5,2.5999617583989076,0.0,-5e-05
803.0,2.600032928057072,0.003,-5e-05
803.5,2.6000057242859844,0.0,-5e-05
804.0,2.5999915733269,0.003,-5e-05
804.5,2.5999533471358713,0.0,5e-05
805.0,2.599947846210207,0.003,-5e-05
805.5,2.599899268310525,0.0,5e-05
806.0,2.5998739438651435,0.0,5e-05
806.5,2.599955316929388,0.003,-5e-05
807.0,2.599941350197721,0.0,5e-05
807.5,2.5999451266775693,0.003,-9.722373733145329e-06
808.0,2.5999063561415174,0.0,5e-05
808.5,2.5998826324203477,0.0,5e-05
809.0,2.5999593118336786,0.003,-5e-05
809.5,2.599949382241848,0.0,5e-05
810.0,2.599951753489162,0.003,-5e-05
810.5,2.5999072016150717,0.0,5e-05
811.0,2.5998855790223327,0.0,5e-05
811.5,2.5999694408620924,0.003,-5e-05
812.0,2.599945362176076,0.0,5e-05
812.5,2.599942280867075,0.003,-1.117137966605286e-05
813.0,2.5998981844888154,0.0,5e-05
813.5,2.599889960428208,0.0,5e-05
814.0,2.5999744011303325,0.003,-5e-05
814.5,2.599968545385164,0.0,-5e-05
815.0,2.5999666946513327,0.003,-5e-05
815.5,2.5999333842264263,0.0,5e-05
816.0,2.5999242992724216,0.002988318409653178,5e-05
816.5,2.5998757187958503,0.0,5e-05
817.0,2.5998608755799903,0.0,5e-05
817.5,2.5999416835045217,0.003,-5e-05
818.0,2.599922775820566,0.0,5e-05
818.5,2.5999263966816444,0.003,5e-05
819.0,2.5998830569513496,0.0,5e-05
819.5,2.599872645118235,0.0,5e-05
820.0,2.5999547520567976,0.003,-5e-05
820.5,2.599933525980112,0.0,5e-05
821.0,2.5999383070319726,0.003,-5e-05
821.5,2.5999086500279263,0.0,5e-05
822.0,2.599901407758243,0.0,5e-05
822.5,2.599987144753107,0.003,-5e-05
823.0,2.599967587594721,0.0,-5e-05
823.5,2.599966547840427,0.003,-5e-05
824.0,2.599917764881873,0.0,5e-05
824.5,2.5999165773022734,0.0012527212065905782,5e-05
825.0,2.599937165775854,0.0,5e-05
825.5,2.6000014005266854,0.003,-5e-05
826.0,2.599986543729217,0.0,-5e-05
826.5,2.5999822129770664,0.003,-5e-05
827.0,2.599946924130315,0.0,5e-05
827.5,2.599925491083172,0.002777957261138707,5e-05
828.0,2.5999027908084096,0.0,5e-05
828.5,2.5999089547006826,0.003,5e-05
829.0,2.5998583093036536,0.0,5e-05
829.5,2.59984437583555,0.0,5e-05
830.0,2.5999252542276956,0.003,5e-05
830.5,2.599916239848664,0.0,5e-05
831.0,2.5999219282504926,0.003,5e-05
831.5,2.599888550267411,0.0,5e-05
832.0,2.5998793464078718,0.0,5e-05
832.5,2.599972485206442,0.003,-5e-05
833.0,2.59995805024395,0.0,-5e-05
833.5,2.5999660113299052,0.003,-5e-05
834.0,2.599928334463106,0.0,5e-05
834.5,2.5999222824230395,0.0013611620103684988,5e-05
835.0,2.5999540725819656,0.0,-5e-05
835.5,2.600004015941816,0.003,-5e-05
836.0,2.599981083370583,0.0,-5e-05
836.5,2.599983688958627,0.003,-5e-05
837.0,2.599934139492594,0.0,5e-05
837.5,2.599929900040733,0.0029674591962610564,5e-05
838.0,2.5998914566698788,0.0,5e-05
838.5,2.599879890857354,0.0,5e-05
839.0,2.59997597018688,0.003,-5e-05
839.5,2.5999757480640966,0.0,-5e-05
840.0,2.5999688183372647,0.003,-5e-05
840.5,2.5999367498089554,0.0,5e-05
841.0,2.5999289078759436,0.0028775256721801246,5e-05
841.5,2.5998886370740344,0.0,5e-05
842.0,2.599883394444775,0.0,5e-05
842.5,2.5999694343572766,0.003,-5e-05
843.0,2.599952593524503,0.0,-5e-05
843.5,2.5999646228935007,0.003,-5e-05
844.0,2.5999216415405786,0.0,5e-05
844.5,2.5999168843129707,0.0008679127745004781,5e-05
845.0,2.599971780383116,0.0,-5e-05
845.5,2.6000493786623546,0.003,-5e-05
846.0,2.60003617076697,0.0,-5e-05
846.5,2.6000413743286797,0.003,-5e-05
847.0,2.6000061705844257,0.0,-5e-05
847.5,2.599989547804509,0.003,-5e-05
848.0,2.5999528728914734,0.0,-5e-05
848.5,2.599937330165518,0.003,5e-05
849.0,2.59989407249629,0.0,5e-05
849.5,2.5998725916524212,0.0,5e-05
850.0,2.599953230086587,0.003,-5e-05
850.5,2.5999397268649633,0.0,5e-05
851.0,2.599941032314908,0.003,-5e-05
851.5,2.59990071714646,0.0,5e-05
852.0,2.5998899785059297,0.0,5e-05
852.5,2.5999796117538403,0.003,-5e-05
853.0,2.5999583532048587,0.0,-5e-05
853.5,2.599955895723692,0.003,-5e-05
854.0,2.5999210631996665,0.0,5e-05
854.5,2.5999193906748905,0.002219279043344279,5e-05
855.0,2.5999159676860577,0.0,5e-05
855.5,2.5999363475045874,0.003,-3.8649575917648615e-05
856.0,2.599896295230296,0.0,5e-05
856.5,2.599887846448542,0.0,5e-05
857.0,2.599972414222994,0.003,-5e-05
857.5,2.5999612575180633,0.0,-5e-05
858.0,2.5999531760640266,0.003,-5e-05
858.5,2.5999059342664177,0.0,5e-05
859.0,2.599891939812233,0.0,5e-05
859.5,2.5999713443606014,0.003,-5e-05
860.0,2.599957988832552,0.0,-5e-05
860.5,2.59995425815766,0.003,-5e-05
861.0,2.5999065020469674,0.0,5e-05
861.5,2.599895134551843,0.0,5e-05
862.0,2.599984070452984,0.003,-5e-05
862.5,2.5999687564191345,0.0,-5e-05
863.0,2.599967960688499,0.003,-5e-05
863.5,2.5999385387065277,0.0,5e-05
864.0,2.599917509320513,0.0023385944778041446,5e-05
864.5,2.599904213221476,0.0,5e-05
865.0,2.599913791400733,0.003,5e-05
865.5,2.5998804651184866,0.0,5e-05
866.0,2.599858078112411,0.0,5e-05
866.5,2.5999351932192734,0.003,-5e-05
867.0,2.5999232755188637,0.0,5e-05
867.5,2.5999121654327233,0.003,5e-05
868.0,2.59987366052553,0.0,5e-05
868.5,2.5998711643100045,0.0,5e-05
869.0,2.599947152996287,0.003,-5e-05
869.5,2.5999405303637286,0.0,5e-05
870.0,2.599943450945749,0.003,-5e-05
870.5,2.59990181958992,0.0,5e-05
871.0,2.5998905047035987,0.0,5e-05
871.5,2.5999689674468267,0.003,-5e-05
872.0,2.599961197858086,0.0,-5e-05
872.5,2.599952999204577,0.003,-5e-05
873.0,2.599911419138474,0.0,5e-05
873.5,2.599896053146684,0.0,5e-05
874.0,2.5999757378148876,0.003,-5e-05
874.5,2.599966421363804,0.0,-5e-05
875.0,2.5999641083628178,0.003,-5e-05
875.5,2.5999155616162346,0.0,5e-05
876.0,2.59989808349076,0.0,5e-05
876.5,2.5999728626880887,0.003,-5e-05
877.0,2.599963373219324,0.0,-5e-05
877.5,2.5999599335274453,0.003,-5e-05
878.0,2.5999106547406052,0.0,5e-05
878.5,2.599904435485088,0.0,5e-05
879.0,2.599984004700193,0.003,-5e-05
879.5,2.5999745755149526,0.0,-5e-05
880.0,2.599974003282628,0.003,-5e-05
880.5,2.599938117401409,0.0,5e-05
881.0,2.5999312807793458,0.003,5e-05
881.5,2.5998744564167335,0.0,5e-05
882.0,2.5998622620451575,0.0,5e-05
882.5,2.5999570636585227,0.003,-5e-05
883.0,2.5999417075660745,0.0,5e-05
883.5,2.5999366030277375,0.003,-2.835914770182857e-05
884.0,2.5998914417405685,0.0,5e-05
884.5,2.599877084455827,0.0,5e-05
885.0,2.5999626414666843,0.003,-5e-05
885.5,2.599958398163321,0.0,-5e-05
886.0,2.599949567370626,0.003,-5e-05
886.5,2.599900794161546,0.0,5e-05
887.0,2.5998903448535677,0.0,5e-05
887.5,2.5999783508528678,0.003,-5e-05
888.0,2.5999488236351747,0.0,-1.8441126474699754e-05
888.5,2.599950727583627,0.003,-5e-05
889.0,2.5999051454507836,0.0,5e-05
889.5,2.599886757470786,0.0,5e-05
890.0,2.599981072835798,0.003,-5e-05
890.5,2.599966546428444,0.0,-5e-05
891.0,2.5999637192066802,0.003,-5e-05
891.5,2.5999132783365635,0.0,5e-05
892.0,2.599893622604853,0.0,5e-05
892.5,2.599977443011491,0.003,-5e-05
893.0,2.5999539468559485,0.0,-5e-05
893.5,2.5999621310947734,0.003,-5e-05
894.0,2.599907756828525,0.0,5e-05
894.5,2.599893326759262,0.0,5e-05
895.0,2.5999747832047637,0.003,-5e-05
895.5,2.599963905545482,0.0,-5e-05
896.0,2.599972058340644,0.003,-5e-05
896.5,2.599930240433922,0.0,5e-05
897.0,2.5999052688344055,0.0008617194915420004,5e-05
897.5,2.599937517011654,0.0,5e-05
898.0,2.6000147602310317,0.003,-5e-05
898.5,2.5999961001828296,0.0,-5e-05
899.0,2.5999791127909635,0.003,-5e-05
899.5,2.59992667276395,0.0,5e-05
900.0,2.5999065404878197,0.0011235660899416736,5e-05
900.5,2.5999484312121717,0.0,-5e-05
901.0,2.5999826985523917,0.003,-5e-05
901.5,2.5999339299152604,0.0,5e-05
902.0,2.599898441306488,0.002540336025288791,5e-05
902.5,2.5998412047918147,0.0,5e-05
903.0,2.599821444039341,0.0,5e-05
903.5,2.5998830902812404,0.003,5e-05
904.0,2.599836753220822,0.0,5e-05
904.5,2.5998057499627225,0.0,5e-05
905.0,2.5998603420381747,0.003,5e-05
905.5,2.599825039083703,0.0,5e-05
906.0,2.599806848694507,0.0,5e-05
906.5,2.5998597973351347,0.003,5e-05
907.0,2.599825828411898,0.0,5e-05
907.5,2.599807478561209,0.0,5e-05
908.0,2.5998714743554765,0.003,5e-05
908.5,2.5998330170315542,0.0,5e-05
909.0,2.5998136667182794,0.0,5e-05
909.5,2.5998836990757,0.003,5e-05
910.0,2.599842687033722,0.0,5e-05
910.5,2.5998183526083483,0.0,5e-05
911.0,2.599892780146733,0.003,5e-05
911.5,2.59986474141272,0.0,5e-05
912.0,2.5998484054296322,0.0,5e-05
912.5,2.5999175749687033,0.003,-5e-05
913.0,2.5998859901556544,0.0,5e-05
913.5,2.5998659132282342,0.0,5e-05
914.0,2.5999418136825443,0.003,-5e-05
914.5,2.5999172835451874,0.0,5e-05
915.0,2.599915462335328,0.003,-5e-05
915.5,2.599862860087006,0.0,5e-05
916.0,2.5998375790812562,0.0,5e-05
916.5,2.599911668573505,0.003,-5e-05
917.0,2.5998863933659995,0.0,5e-05
917.5,2.599873938251836,0.0,5e-05
918.0,2.5999500258154145,0.003,-5e-05
918.5,2.599919795930396,0.0,5e-05
919.0,2.599906317167747,0.003,5e-05
919.5,2.599853658347633,0.0,5e-05
920.0,2.5998249071276347,0.0,5e-05
920.5,2.5998957481125182,0.003,5e-05
921.0,2.5998767941395613,0.0,5e-05
921.5,2.599864382309035,0.0,5e-05
922.0,2.599946548689282,0.003,-5e-05
922.5,2.599933647814635,0.0,-5e-05
923.0,2.5999264881623905,0.003,-5e-05
923.5,2.599874343763722,0.0,5e-05
924.0,2.599845404508274,0.0,5e-05
924.5,2.5999211387191155,0.003,-5e-05
925.0,2.5998914248880176,0.0,5e-05
925.5,2.599870303431405,0.0,5e-05
926.0,2.5999504770771362,0.003,-5e-05
926.5,2.599939886604138,0.0,-5e-05
927.0,2.5999260703183995,0.003,-5e-05
927.5,2.5998888507096365,0.0,5e-05
928.0,2.5998761680640046,0.0,5e-05
928.5,2.5999508896680665,0.003,-5e-05
929.0,2.5999372525653506,0.0,-5e-05
929.5,2.5999190986855454,0.003,-5e-05
930.0,2.599880867326306,0.0,5e-05
930.5,2.599852238265118,0.0,5e-05
931.0,2.599927166258333,0.003,-5e-05
931.5,2.599906489918512,0.0,5e-05
932.0,2.5998965186635727,0.0021038116973598354,5e-05
932.5,2.599898533927991,0.0,5e-05
933.0,2.5999166001267793,0.003,-5e-05
933.5,2.599871844378948,0.0,5e-05
934.0,2.5998502844640536,0.0,5e-05
934.5,2.5999463991163356,0.003,-5e-05
935.0,2.59993434067213,0.0,-5e-05
935.5,2.599941361268872,0.003,-5e-05
936.0,2.5999009299215463,0.0,5e-05
936.5,2.599893986996987,0.0,5e-05
937.0,2.599987653123692,0.003,-5e-05
937.5,2.5999757644080432,0.0,-5e-05
938.0,2.5999738714296017,0.003,-5e-05
938.5,2.5999321834665934,0.0,-5e-05
939.0,2.5999094607274493,0.0017758006526830009,5e-05
939.5,2.599905178009869,0.0,5e-05
940.0,2.5999428222873524,0.003,-5e-05
940.5,2.5999044964888047,0.0,5e-05
941.0,2.5999013609316615,0.001979857685627239,5e-05
941.5,2.599895812100683,0.0,5e-05
942.0,2.5999340464451848,0.003,-5e-05
942.5,2.5999029019164728,0.0,5e-05
943.0,2.5998999154816245,0.0012875309567773488,5e-05
943.5,2.599935466188601,0.0,-5e-05
944.0,2.599996661527764,0.003,-5e-05
944.5,2.5999734132236885,0.0,-5e-05
945.0,2.5999638356791066,0.003,-5e-05
